MLSNUM	STATUS	LISTPRICE	SOLDPRICE	LISTDATE	SOLDDATE	EXPIREDDATE	DOM	DTO	ADDRESS	CITY	STATE	ZIP	AREA	BEDS	BATHS	SQFT	AGE	LOTSIZE	AGENTNAME	OFFICENAME	OFFICEPHONE	SHOWINGINSTRUCTIONS	REMARKS	STYLE	LEVEL	GARAGE	HEATING	COOLING	ELEMENTARYSCHOOL	JUNIORHIGHSCHOOL	HIGHSCHOOL	OTHERFEATURES	PROPTYPE	STREETNAME	HOUSENUM1	HOUSENUM2	PHOTOURL	
70212370	SLD	765000	750000	6/20/2005	10/7/2005		82	73	3 Bigelow Avenue	Winchester	MA	01890		3	2.5	2167	55	16784	Joan Francis Sullivan	Carlson GMAC Real Estate	(781) 729-7000	Call List Office, Lock Box, Key in Office, Appointment Required, Sign	Move right in to this beautiful,sun-filled and well-maintained Westside home. Features include new custom eat-in-kitchen, hardwood floors, master bedroom with bath, fireplaced living room and family room, two car garage, spectacular professionally landscaped yard perfect for entertaining.  A must see!	Split Entry	1	2	Hot Water Baseboard, Oil		Vinson-Owen	McCall	WHS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Porch, Patio, Storage Shed, Professional Landscaping;Insulation:--;Electric:Circuit Breakers, 100 Amps;Interior Features:Security System, Cable Available;Hot Water:Tankless;	SF	Bigelow Avenue	3	3	http://media.mlspin.com/photo.aspx?mls=70212370	
70255732	SLD	599000	605000	9/8/2005	10/7/2005		13	6	26 Willowdale Road	Winchester	MA	01890		3	1.5	1491	61	10000	Marion Crandall	Carlson GMAC Real Estate	(781) 729-7000	Call List Office, Lock Box, Key in Office, Sign	Terrific East Hill Neighborhood-Lincoln School District.  Sunny Eat-in Kitchen with Decorator Tiles; Fireplaced Living Room;  Dining Room with Slider to 27ft. Mahogany Deck and Yard; Den; Hardwood Floors.	Colonial	1	1	Hot Water Radiators, Oil		Lincoln	McCall	Winchester	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete, Concrete Block;Construction:Frame;Exterior:Clapboard;Exterior Features:Deck;Insulation:Partial;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Tankless;	SF	Willowdale Road	26	26	http://media.mlspin.com/photo.aspx?mls=70255732	
70182247	SLD	995000	1080000	4/29/2005	10/13/2005		11	11	57 Salisbury Street	Winchester	MA	01890		3	3.5	3000	29	12510	Dorothea Feffer	Coldwell Banker Residential Brokerage - Winchester	(781) 729-7290	Call List Office, Key in Office, Appointment Required, Sign	Impeccable, custom built, one owner home. Wonderful floor plan with first floor fireplace family room off the kitchen. Sunroom overlooks lovely landscaped yard. Basememt family room with wet bar and refrigerator. Sauna, ample storage and great closet space. Just beautiful!	Colonial	1	2	Hot Water Baseboard		Lynch	McCall	Winchester High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range, Dishwasher, Disposal, Compactor;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Deck, Fenced Yard;Insulation:--;Electric:--;Interior Features:Security System;Hot Water:--;	SF	Salisbury Street	57	57	http://media.mlspin.com/photo.aspx?mls=70182247	
70205576	SLD	649900	662900	6/6/2005	10/13/2005		31	8	67 Holland Street	Winchester	MA	01890		4	2.5	2200	10	6500	Joan Francis Sullivan	Carlson GMAC Real Estate	(781) 729-7000	Call List Office, Key in Office, Appointment Required, Sign	New construction at a very affordable price!  Classic 8 rm., 4 BR. colonial within walking distance to town center and train.  Features hardwood floors, family room with fireplace, master bedroom with bath, garage and more.	Colonial	1	1	Forced Air, Gas		Lincoln	McCall	WHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Compactor, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch, Patio, Professional Landscaping;Insulation:--;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas;	SF	Holland Street	67	67		
70227015	SLD	369900	352000	7/18/2005	10/14/2005		21	21	6 Spruce St	Winchester	MA	01890		3	1	1268	135	8015	M. Sexeny	Carlson GMAC Real Estate	(781) 729-7000	Call List Office, Lock Box, Key in Office	Small New England Colonial home on large lot, easily expanded or rebuilt.	Colonial, Antique	1	0	Steam		MURACO	MC CALL	WHS	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range, Wall Oven;Foundation:Fieldstone;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Porch - Enclosed, Patio;Insulation:--;Electric:Fuses, 60 Amps/Less;Interior Features:Walk-up Attic;Hot Water:Tankless;	SF	Spruce St	6	6	http://media.mlspin.com/photo.aspx?mls=70227015	
70255651	SLD	1999900	1967500	9/8/2005	10/14/2005		73	24	9 Chardon Road	Winchester	MA	01890		5	3.5	6001	15	14870	Carolyn Vernaglia	Carlson GMAC Real Estate	(781) 729-7000	Call List Office, Accompanied Showings, Appointment Required	Unique 4 year young Custom brick English Colonial located on professionally landscaped lot abutting the Winchester Forest. Wonderful architectural design in Arts and Crafts Style. This impressive residence is highlighted by many special features including cherry and walnut inlaid wood floors, a gourmet custom kitchen, a terrace level with media room and au pair suite,central air, bluestone patios, and exercise room. See feature sheet for further amenities.	Colonial	1	3	Forced Air, Gas		Ambrose	McCall	Winchester	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Wall Oven, Dishwasher, Disposal, Compactor, Microwave, Countertop Range, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Brick;Exterior Features:Patio, Sprinkler System;Insulation:--;Electric:Other (See Remarks);Interior Features:Central Vacuum, Security System, Cable Available, Walk-up Attic;Hot Water:Natural Gas;	SF	Chardon Road	9	9	http://media.mlspin.com/photo.aspx?mls=70255651	
70216396	SLD	919000	905000	6/27/2005	10/17/2005		72	64	30 Allen Road	Winchester	MA	01890		4	2.5	3003	80	9265	Peggy Otis	Coldwell Banker Residential Brokerage - Winchester	(781) 729-7290	Call List Office	This home has been totally updated, a must see. Combination kitchen/family room with gas fp and built-ins. Professionally landscaped grounds, private patio, fenced in yard. Third floor bedroom and office. Pretty as a picture inside and out, enjoy the central air!	Colonial	1	1	Steam, Radiant		Lincoln	McCall	Winchester	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Porch, Gutters, Professional Landscaping, Fenced Yard;Insulation:Partial;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Oil;	SF	Allen Road	30	30	http://media.mlspin.com/photo.aspx?mls=70216396	
70212635	SLD	520000	470000	6/20/2005	10/21/2005		68	68	18 Sunset Road	Winchester	MA	01890		2	1.5	1804	64	13639	Mary Rose Dupuis	Century 21 Fortin	(781) 729-7777	Call List Agent, Appointment Required	Bright sunny ranch with an open living plan.  Woodsy area.  Private level backyard.  Family room off the kitchen w/dining area.  A must see!	Ranch	1	1	Hot Water Baseboard, Oil		Muraco	McCall	Winchester	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Refrigerator, Washer, Dryer;Foundation:Concrete Block;Construction:Stone/Concrete;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:Fuses, 60 Amps/Less;Interior Features:Cable Available, Wetbar;Hot Water:Oil;	SF	Sunset Road	18	18	http://media.mlspin.com/photo.aspx?mls=70212635	
70227294	SLD	899900	855000	7/18/2005	10/21/2005		71	57	12 Salisbury Street	Winchester	MA	01890		5	3.5	2750	98	14627	Jenny Splaine	Century 21 Fortin	(781) 729-7777	Call List Office, Appointment Required	Fabulous center entrance Colonial in top Winchester neighborhood.  Large, level, private backyard.  New Pella windows. Newer roof. Hardwood Floors. Screened porch off of Dining Room.  Two car garage.  Irrigation system. Five spacious bedrooms.  Walk to town, train, and Ambrose.	Colonial	1	2	Hot Water Baseboard, Gas		Ambrose	McCall	Winchester High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Concrete Block;Construction:--;Exterior:Clapboard;Exterior Features:Porch - Enclosed, Sprinkler System;Insulation:--;Electric:--;Interior Features:--;Hot Water:Natural Gas;	SF	Salisbury Street	12	12	http://media.mlspin.com/photo.aspx?mls=70227294	
70262681	SLD	764000	735000	9/19/2005	10/25/2005		18	9	48 Winthrop Street Ext.	Winchester	MA	01890		4	2	2117	115	8560	Maria Freda	Century 21 Fortin	(781) 729-7777	Call List Agent, Lock Box, Appointment Required	BEAUTIFUL CENTER ENTRANCE COLONIAL WITHIN WALKING DISTANCE TO TRAIN INCLUDES FULL WIDTH COLUMNED PORCH W/ CHERRY BEADBOARD,FRENCH GLASS VESTABULE,GRAND ENTRANCE FOYER,UNUSUALLY HIGH 8' CEILINGS ON THE 2ND FLOOR,EXQUISITE WOODWORK & PERIOD DETAILS THRU-OUT,REMINISCENT OF THE ARTS N'CRAFT ERA.FEATURES LG FIREPLACE LIVING RM, DR W/ HUTCH,4 CORNER BEDRMS,BAY WINDOW SEAT, 2 FULL BATHS,2 CAR DETCHD GARAGE,1 CAR UNDER WITH BARN DOORS.THIS IS A UNIQUE HOME IN A PICTURESQUE SETTING.	Colonial	1	2	Hot Water Radiators, Gas		Lincoln	McCall	Winchester	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Indoor Grill, Countertop Range, Refrigerator, Washer, Dryer;Foundation:Fieldstone;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Porch, Patio, Gutters, Screens;Insulation:Fiberglass, Unknown;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Winthrop Street Ext.	48	48	http://media.mlspin.com/photo.aspx?mls=70262681	
70237676	SLD	519000	505000	8/6/2005	10/26/2005		60	60	27 Dunster LANE	Winchester	MA	01890		3	1.5	1475	86	14070	Nancy O'Herron	Coldwell Banker Residential Brokerage - Winchester	(781) 729-7290	Call List Office, Lock Box, Key in Office, Appointment Required, Sign	THIS HOME HAS THE "KITCHEN OF THE YEAR"---it defies description with its high end design and functionalism.  The large, deep lot is a showcase for the beautiful gardens and is also perfect if someone wanted to add onto the house in the future. A nice, comfortable family home in a great neighborhood, it is only a short walk to Mullin Field.  This house is a must-see!	Colonial	1	0	Central Heat, Hot Water Radiators, Oil		Vinson-Owen	McCall	Winchester	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Other (See Remarks);Appliances:Range, Dishwasher, Disposal, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Porch - Enclosed;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Oil, Tank;	SF	Dunster LANE	27	27	http://media.mlspin.com/photo.aspx?mls=70237676	
70239656	SLD	1475000	1430000	8/10/2005	10/27/2005		274	22	268 High Street	Winchester	MA	01890		5	2.5	4154	17	36712	Dorothea Feffer	Coldwell Banker Residential Brokerage - Winchester	(781) 729-7290	Call List Office, Lock Box, Key in Office, Appointment Required, Sign	Distinctive 12 room Colonial nestled on a beautiful private knoll.Dramatic and inviting contemporary floor plan. Gourmet cherry & granite kitchen opens to cathedral ceiling family room.  Lovely breakfast area overlooks lush manicured grounds with spectacular landscape including stone walls, patio and fabulous in-ground pool.  This very special property is elegantly spacious yet intimate and offers beautiful views in an idyllic setting abutting conservation land.	Colonial, Contemporary	1	2	Forced Air, Oil		VO	McCall	Winchester	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Marble;Appliances:Wall Oven, Dishwasher, Disposal, Compactor, Microwave, Countertop Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Brick;Exterior Features:Deck, Patio, Pool - Inground, Professional Landscaping, Sprinkler System, Fenced Yard;Insulation:Fiberglass;Electric:--;Interior Features:Central Vacuum, Security System, Cable Available, Sauna/Steam/Hot Tub;Hot Water:Oil;	SF	High Street	268	268	http://media.mlspin.com/photo.aspx?mls=70239656	
70193848	SLD	959000	950000	5/14/2005	10/28/2005		163	131	15 Trinity Road	Winchester	MA	01890		5	3	3753	52	15198	Jenny Splaine	Century 21 Fortin	(781) 729-7777	Call List Office, Call List Agent	Spectacular family home with large level lot on quiet cul-de-sac. Completely renovated with updated granite gourmet kitchen, granite baths, new windows, updated systems.  Mahogany deck overlooking private yard.  Large family room with fireplace, wet bar, sliders to private patio.  Fifth bedroom perfect for inlaw/au-pair suite.  Two story master suite.  Central a/c, central vacuum, security system.  This house has it all.  A must see.	Split Entry	2	2	Forced Air, Hot Water Baseboard		Vinson Owen	Mccall	Winchester High	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:--;Foundation:Poured Concrete;Construction:Frame, Brick;Exterior:Clapboard, Brick;Exterior Features:Deck, Patio, Covered Patio/Deck, Gutters, Professional Landscaping, Sprinkler System;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;	SF	Trinity Road	15	15	http://media.mlspin.com/photo.aspx?mls=70193848	
70234073	SLD	675000	650000	8/1/2005	10/28/2005		57	42	18 West Chardon Road	Winchester	MA	01890		3	2.5	2264	58	12043	Linda Sharpe	Carlson GMAC Real Estate	(781) 729-7000	Call List Office, Lock Box, Appointment Required, Sign	Step into this elegant ranch, with its architecturally stylish & soaring entrance foyer, and feel instantly at home. Fireplaced living room & gracious floor plan perfect for entertaining. Formal dining room w/bay window overlooks lovely landscaped private yard. Eat-in kitchen features cherry cabinets & sunny breakfast area. Finished lower level, w/daylight windows, has rec room, potential 4th bedroom & full bath. Great location, just steps to town forest & easy walk to commuter train.	Ranch	1	2	Hot Water Baseboard, Gas		Ambrose	McCall	WHS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl;Appliances:Dishwasher, Disposal, Countertop Range, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Patio, Gutters, Screens;Insulation:--;Electric:Fuses, Circuit Breakers;Interior Features:Security System, Cable Available;Hot Water:Natural Gas, Tank, Other (See Remarks);	SF	West Chardon Road	18	18	http://media.mlspin.com/photo.aspx?mls=70234073	
70244646	SLD	649900	659000	8/19/2005	10/30/2005		9	9	4 Pierrepont Rd	Winchester	MA	01890		3	1.5	1873	88	7414	Anne Spry	Carlson GMAC Real Estate	(781) 729-7000	Call List Office, Lock Box, Key in Office, Appointment Required	Great East Hill Classic Colonial. Corner lot on Pierrepont & Allen with driveways on both streets & garage access from Pierrepont Rd. Beautiful gumwood woodwork.  Front to back fireplaced livingroom	Colonial	1	1	Hot Water Radiators, Gas		Lincoln	McCall	Winchester	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range, Dishwasher, Disposal;Foundation:Concrete Block;Construction:Frame;Exterior:Shingles;Exterior Features:--;Insulation:Unknown;Electric:110 Volts, Circuit Breakers, 100 Amps;Interior Features:Walk-up Attic;Hot Water:Natural Gas, Tank;	SF	Pierrepont Rd	4	4	http://media.mlspin.com/photo.aspx?mls=70244646	
