MLSNUM	STATUS	LISTPRICE	SOLDPRICE	LISTDATE	SOLDDATE	EXPIREDDATE	DOM	DTO	ADDRESS	CITY	STATE	ZIP	AREA	BEDS	BATHS	SQFT	AGE	LOTSIZE	AGENTNAME	OFFICENAME	OFFICEPHONE	SHOWINGINSTRUCTIONS	REMARKS	STYLE	LEVEL	GARAGE	HEATING	COOLING	ELEMENTARYSCHOOL	JUNIORHIGHSCHOOL	HIGHSCHOOL	OTHERFEATURES	PROPTYPE	STREETNAME	HOUSENUM1	HOUSENUM2	PHOTOURL	
70240553	SLD	379000	379000	8/11/2005	9/28/2005		49	9	3 FRIEND ST	Waltham	MA	02453		3	1	1778	50	6600	June Brasill	Briarwood Real Estate	(508) 230-8200	Call List Office	MOST AFFORDABLE IN MOVE IN CONDITION 3 BDRM RANCH WITH FENCED IN YARD FINISHED BASEMENT WITH FAMILY RM. LAUNDRY RM, WALK OUT YOUR SLIDING DOORS IN THE KITCHEN TO A LARGE DECK. A GREAT FAMILY HOME, EASY TO SHOW.	Ranch		0	Central Heat, Forced Air, Gas					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck, Gutters, Storage Shed, Screens, Fenced Yard;Insulation:Full;Electric:110 Volts, Circuit Breakers;Interior Features:Cable Available;Hot Water:Natural Gas;	SF	FRIEND ST	3	3	http://media.mlspin.com/photo.aspx?mls=70240553	
70219530	SLD	384900	384000	7/5/2005	9/29/2005		41	41	52 Summit Street	Waltham	MA	02451		5	2	1680	55	4792	Dave DiGregorio	Coldwell Banker Residential Brokerage - Waltham	(781) 893-0808	Call List Office, Call Tenant, Lock Box	Opportunity knocks!!  Desirable Highlands locale.  Large family-sized Cape featuring bright eat-in kitchen, fireplaced living room, three first floor bedrooms, formal dining room, ready to finish lower level, garage, private yard, and more.  Walk to Plymton elementary school, public transportation and shops.	Cape	1	1	Hot Water Baseboard, Oil		Plympton	McDevitt	Waltham High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Gutters, Screens;Insulation:Full;Electric:100 Amps;Interior Features:--;Hot Water:Oil;	SF	Summit Street	52	52	http://media.mlspin.com/photo.aspx?mls=70219530	
70232741	SLD	379900	375000	7/27/2005	9/29/2005		33	33	50 Curtis Street	Waltham	MA	02453		3	1.5	1210	47	6098	George Coleman	Coldwell Banker Residential Brokerage - Waltham	(781) 893-0808	Call List Office, Lock Box, Key in Office, Accompanied Showings, Sign	Handy 7 room brick front ranch on level lot. 3 bedrooms, 1 1/2 baths, nice hardwoods. Sunroom off the dining room has gas heat. near everything! Walk to Stanley Elementary, Nipper Maher Park, Brandeis or Childrens's Hospital. Needs redocoration. Well worth the time and investment.	Ranch	1	0	Central Heat, Hot Water Baseboard, Gas		Stanley	McDevitt	Waltham High	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal;Foundation:Poured Concrete;Construction:Frame, Brick;Exterior:Other (See Remarks);Exterior Features:Porch - Enclosed, Fenced Yard;Insulation:Unknown;Electric:Fuses, 100 Amps;Interior Features:Security System;Hot Water:Tankless;	SF	Curtis Street	50	50	http://media.mlspin.com/photo.aspx?mls=70232741	
70235790	SLD	250000	265500	8/3/2005	9/29/2005		4	4	47 LUNDA STREET	Waltham	MA	02451		4	1	1761	125	11879	Mary Ellen Maloney	MEM Real Estate	(508) 655-4463	Call List Office, Lock Box	Very spacious home with 4 bdrms. needs much renovation and attention.  Vinyl siding.  Home sits back from road--driveway is between 51 and 35 Lunda. Buyer with energy and enthusiasm could have a great house.	Colonial	1	0	Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range, Dishwasher;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck;Insulation:Unknown;Electric:--;Interior Features:Walk-up Attic;Hot Water:Tankless;	SF	LUNDA STREET	47	47	http://media.mlspin.com/photo.aspx?mls=70235790	
70244362	SLD	519900	504000	8/18/2005	9/29/2005		27	26	220 Main St.	Waltham	MA	02453		4	1.5	2553	55	9148	Al Abbaspour	RE/MAX First Realty, Inc.	(617) 244-4499	Call List Agent	This stately center entrance colonial in the Rangely Acres locale was home to a former Mayor of Waltham. Just renovated with brand new stainless appliances,  brand new half bath with marble floor, new six panel doors, insulated garage doors and more.  The homes backyard and garages are located off the adjacent cul de sac street.  Rear family room is ideal for a home office with private entrance.	Colonial	1	2	Hot Water Baseboard, Oil					Basement:Yes;Fireplaces:1;Roof:--;Floor:Wood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Poured Concrete, Concrete Block;Construction:--;Exterior:Vinyl, Brick;Exterior Features:Porch, Patio, Patio - Enclosed, Professional Landscaping;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Oil;	SF	Main St.	220	220	http://media.mlspin.com/photo.aspx?mls=70244362	
70207062	SLD	409900	406000	6/10/2005	9/30/2005		124	83	35 Montclair Ave.	Waltham	MA	02451		3	3	1569	54	3296	Sara Varghese	Keller Williams Realty	(978) 475-2111	Call List Office, Call List Agent, Lock Box, Appointment Required, Sign	Beautiful 3 Bedrooms, 3 Baths cape in a great neighborhood, Features brand new roof, hardwood floors throughout,new microwave oven, fenced backyard, walkout basement with in-law potential. Nice size bedrooms, fireplaced large living room, family room in the basement and a storage shed. Easy access to routes 128, 2 and Mass Pike. This house is priced to sell and a Must See!!	Cape	1	0	Central Heat, Hot Water Baseboard, Oil		MacArthur	Kennedy	WHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:Oil;	SF	Montclair Ave.	35	35	http://media.mlspin.com/photo.aspx?mls=70207062	
70214186	SLD	467500	455500	6/22/2005	9/30/2005		9	9	38 Bruce Rd.	Waltham	MA	02453		3	1	1308	87	5663	Mark Farrar	RE/MAX First Realty, Inc.	(617) 244-4499	Call List Agent, Lock Box, Appointment Required	Charming 3 Bedroom colonial located in desirable Warrendale neighborhood. Nicely maintained & updated, 2003 granite & maple kitchen. Two car garage.	Colonial	1	2	Hot Water Radiators				W.H.S.	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Dishwasher;Foundation:Concrete Block;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Gutters, Screens;Insulation:Full;Electric:100 Amps;Interior Features:--;Hot Water:Oil, Tankless;	SF	Bruce Rd.	38	38	http://media.mlspin.com/photo.aspx?mls=70214186	
70214847	SLD	644400	627000	6/23/2005	9/30/2005		42	42	19 Beaver Street	Waltham	MA	02453		3	3	2357	13	7000	Hans Brings	Coldwell Banker Residential Brokerage - Waltham	(781) 893-0808	Call List Office, Lock Box, Appointment Required	Fabulous top quality newer construction 2002 Colonial on Belmont line featuring stunning granite island kit w/tile backsplash & island bar open to dining room  open to frpl living room, bright 1st flr familyroom w/columns, 1st flr den could be used as additional bedroom or office, gorgeous master bdrm suite w/dual sinks,jacuzzi tub, & tile shower, sizeable bedrooms w/w-i closets, 2nd flr laundry, ready-to-finish walk-up attic and basement, sprinklered yard, & private cul-de-sac driveway access.	Colonial	1	0	Forced Air, Gas					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Sprinkler System;Insulation:--;Electric:Circuit Breakers, 200 Amps;Interior Features:Walk-up Attic;Hot Water:Natural Gas;	SF	Beaver Street	19	19	http://media.mlspin.com/photo.aspx?mls=70214847	
70214892	SLD	529900	515000	6/23/2005	9/30/2005		68	68	87 Bowdoin Avenue	Waltham	MA	02451		3	2.5	2100	10	3200	Hans Brings	Coldwell Banker Residential Brokerage - Waltham	(781) 893-0808	Call List Office, Lock Box	Spectacular New Construction Colonial with a one-of-a-kind floor plan featuring large fireplaced living room, formal dining room, huge eat-in granite kitchen with built-in desk, awesome lower level family room wired with in-home theatre and a playroom, cathedral ceiling master bedroom suite with master bath and walk-in closet, fenced yard, double-width driveway, mahogany deck, and more!	Colonial	1	0	Forced Air, Gas					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Sprinkler System, Fenced Yard;Insulation:Full;Electric:Circuit Breakers, 100 Amps;Interior Features:--;Hot Water:Natural Gas;	SF	Bowdoin Avenue	87	87	http://media.mlspin.com/photo.aspx?mls=70214892	
70219606	SLD	289900	280000	7/5/2005	9/30/2005		34	34	12 Fern St	Waltham	MA	02453		3	2	900	155	2614	Kevin Lyons	Realty Executives	(781) 894-4000	Call List Office, Call List Agent	"Handyman Special" Chance to own a single family in Waltham for less than a condo! Private locale, easy access to mass pike and 128.  House Being Sold As Is, in need of your TLC."Very Motivated Sellers, Bring All Offers"	Cottage	1	0	Gas		Fitch	South	Waltham	Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:--;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;	SF	Fern St	12	12	http://media.mlspin.com/photo.aspx?mls=70219606	
70221731	SLD	389900	375000	7/8/2005	9/30/2005		49	49	256 Lake St	Waltham	MA	02451		3	1	1510	89	4791	Helen Lawrence	RE/MAX First Realty, Inc.	(617) 244-4499	Call List Office, Call List Agent, Accompanied Showings	This is a charming 3-4 bedroom Cape.  It boasts a large living room, good sized dining room, master bedroom and bath on first floor, versatility with room arrangement, hardwood floors, a large enclosed porch perfect for warm summer evenings. Also, this home is just down the street from the new Macarthur school! Truly a home for all seasons! Come and see!	Cape	1	0	Central Heat, Hot Water Baseboard					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range;Foundation:Other (See Remarks);Construction:Frame;Exterior:Shingles, Other (See Remarks);Exterior Features:Porch - Enclosed, Deck;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;	SF	Lake St	256	256	http://media.mlspin.com/photo.aspx?mls=70221731	
70222682	SLD	539900	541000	7/8/2005	9/30/2005		26	25	45 Wilmot Road	Waltham	MA	02453		4	2	0	75	7950	George Patsio	Century 21 West Realty, Inc.	(617) 926-5280	Call ShowingTime at 888-627-2775	Stunning dormered Cape in mint condition and recently renovated top to bottom in sought after Warrendale. Located on a tree lined street this home features, ultra modern kitchen with granite and stainless steel appliances, cathedral family room with skylights and gas fireplace, formal diningroom, fireplaced livingroom, 2 modern baths, 2 zone central air, replacement windows, finished basement, huge deck, private yard, sprinkler system, and many more updates. Don't miss this one, a must see!!!	Cape	1	0	Central Heat, Steam, Oil		Fitzgerald	McDevitt	WHS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Aluminum, Vinyl;Exterior Features:Deck, Gutters, Professional Landscaping, Sprinkler System;Insulation:--;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Tank;	SF	Wilmot Road	45	45	http://media.mlspin.com/photo.aspx?mls=70222682	
70225597	SLD	459000	459000	7/14/2005	9/30/2005		3	3	136 Greenwood Lane	Waltham	MA	02451		3	1.5	1676	65	9104	David Walsh	RE/MAX First Realty, Inc.	(617) 244-4499	Call List Agent	Great opportunity to own in desirable Piety Corner area. Open floor plan with a first floor family room. New roof, recently painted exterior, updated kitchen. Private back yard with deck. Taxes reflect the owner occupied rate.Open House Sunday July 17th  2-4 PM	Ranch	1	1	Hot Water Radiators, Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Dishwasher, Disposal;Foundation:Concrete Block;Construction:Frame;Exterior:Shingles;Exterior Features:Deck;Insulation:Blown In;Electric:100 Amps;Interior Features:--;Hot Water:Tankless;	SF	Greenwood Lane	136	136	http://media.mlspin.com/photo.aspx?mls=70225597	
70236959	SLD	449000	450000	8/5/2005	9/30/2005		4	4	14 Greenwood Ln	Waltham	MA	02451		4	1.5	2026	103	15682	Bob Bittelari	Century 21 Adams KC	(781) 648-6900	Call ShowingTime at 888-627-2775	Charming Colonial home in a country like setting in the sought after Piety Corner neighborhood. Offering four bedrooms, an inviting entrance foyer, period detail including hardwood floors, beamed ceilings, french and paneled doors. 2004 roof, 1997 heat system. Walk-up attic for expansion potential. This home is awaiting your personal touch!	Colonial	1	0	Forced Air, Oil					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Disposal;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch;Insulation:--;Electric:Circuit Breakers;Interior Features:Walk-up Attic;Hot Water:Natural Gas;	SF	Greenwood Ln	14	14	http://media.mlspin.com/photo.aspx?mls=70236959	
70240370	SLD	379900	360000	8/11/2005	9/30/2005		5	1	92 High Street	Waltham	MA	02451		3	1.5	1321	110	4792	Dave DiGregorio	Coldwell Banker Residential Brokerage - Waltham	(781) 893-0808	Call List Office, Call List Agent, Lock Box	Desirable and convenient Newton line! Large sparkling Colonial featuring large eat-in kitchen, formal dining room, hardwood floors, newer 1st floor bath, updated systems, garage, yard and more! Walk to Moody St., public transportation and shops!	Colonial	1	2	Hot Water Baseboard, Gas		Whittemore	McDevitt	Waltham High	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range;Foundation:Fieldstone;Construction:Frame;Exterior:Shingles;Exterior Features:Porch, Gutters, Screens;Insulation:Full;Electric:100 Amps;Interior Features:--;Hot Water:Natural Gas;	SF	High Street	92	92	http://media.mlspin.com/photo.aspx?mls=70240370	
70245527	SLD	339900	313000	8/20/2005	9/30/2005		11	11	67 Hall St	Waltham	MA	02453		3	1	1147	95	2614	Paul Morreale	Century 21 Gelineau & Assoc.	(781) 894-4020	Call List Office, Lock Box, Appointment Required	GREAT OPPORTUNITY FOR HOME OWNWERSHIP!! THIS HOME OFFERS A NICE FLOOR PLAN WITH OPEN ROOMS. ENJOY A NEWER EAT-IN KITCHEN THAT OPENS TO THE DININGROOM.LOUNGE ON THE COZY FARMERS PORCH OUT FRONT OR THE DECK OUT BACK! STEPS TO ST. CHARLES CHURCH.	Colonial, Antique	1	0	Hot Water Baseboard, Oil					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Wall to Wall Carpet;Appliances:Dishwasher, Disposal;Foundation:Fieldstone;Construction:Frame;Exterior:Other (See Remarks);Exterior Features:Porch, Deck, Gutters, Storage Shed, Fenced Yard;Insulation:--;Electric:100 Amps;Interior Features:--;Hot Water:Natural Gas;	SF	Hall St	67	67	http://media.mlspin.com/photo.aspx?mls=70245527	
70237806	SLD	374900	355000	8/7/2005	10/6/2005		7	7	242 Ash St	Waltham	MA	02453		3	1	1400	125	2614	Arthur Rousakos	Coleman & Sons Real Estate	(781) 894-7100	Call List Agent, Lock Box, Appointment Required	Classic colonial on Newton line. 3 bedrooms, formal dining room with stained glass window, eat in kitchen, updated windows, new furnace '04.  Great opportunity for home ownership! (Taxes do not reflect owner occupied exemption.	Colonial	1	0	Forced Air, Oil		Whittemore			Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:--;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Oil;	SF	Ash St	242	242	http://media.mlspin.com/photo.aspx?mls=70237806	
