MLSNUM	STATUS	LISTPRICE	SOLDPRICE	LISTDATE	SOLDDATE	EXPIREDDATE	DOM	DTO	ADDRESS	CITY	STATE	ZIP	AREA	BEDS	BATHS	SQFT	AGE	LOTSIZE	AGENTNAME	OFFICENAME	OFFICEPHONE	SHOWINGINSTRUCTIONS	REMARKS	STYLE	LEVEL	GARAGE	HEATING	COOLING	ELEMENTARYSCHOOL	JUNIORHIGHSCHOOL	HIGHSCHOOL	OTHERFEATURES	PROPTYPE	STREETNAME	HOUSENUM1	HOUSENUM2	PHOTOURL	
70267377	SLD	599000	605000	9/26/2005	12/2/2005		11	11	146 Central Street	Concord	MA	01742		3	2	1382	99	5000	Jean Sandford	J M Barrett & Co., Inc.	(978) 369-6453	Call List Office, Lock Box	Charming Colonial superbly renovated.  Fresh paint inside and out, gleaming hardwood floors, new furnace, central air plus finished room for office in lower level.  New white kitchen with silestone counters and breakfast nook. Garage, private fenced yard, deck and patio; all this and just a short distance from the train, shops and all the amenities of Concord.	Colonial	1	1	Forced Air, Humidifier, Gas		Thoreau	Sanborn/Peabody	Con/Carl Reg HS	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Water Treatment;Foundation:Fieldstone;Construction:Frame;Exterior:Clapboard, Shingles;Exterior Features:Porch - Enclosed, Deck, Patio, Fenced Yard;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Central Street	146	146	http://media.mlspin.com/photo.aspx?mls=70267377	
70248476	SLD	569900	550833	8/26/2005	12/7/2005		152	93	259 Old Marlboro Rd	Concord	MA	01742		3	1.5	1464	119	7056	Laurie Cadigan	J M Barrett & Co., Inc.	(978) 369-6453	Call List Office, Owner, Appointment Required	Meticulously updated 7 room Colonial will steal your heart!  Soft country tones and an abundance of windows provide sun washed rooms from dawn to dusk. Quality renovations include gleaming hardwood floors, granite counter kitchen, new appliances and neutral baths. Open floor plan includes a cozy family room and mud entrance, formal living and dining room and three spacious bedrooms.  Set on a perfect fenced lot with low maintenance perennial plantings and garden walkways.	Colonial	1	2	Steam, Oil		Thoreau	Sanborn-Peabody	CCHS	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Laminate;Appliances:Range, Dishwasher, Disposal, Refrigerator, Washer, Dryer;Foundation:Fieldstone, Brick;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Patio, Professional Landscaping, Fenced Yard;Insulation:Partial;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Electric;	SF	Old Marlboro Rd	259	259	http://media.mlspin.com/photo.aspx?mls=70248476	
70254798	SLD	1665000	1535000	9/7/2005	12/15/2005		161	40	45 Estabrook Road	Concord	MA	01742		5	3	3780	14	20079	Jeanne Burton	J M Barrett & Co., Inc.	(978) 369-6453	Call List Agent, Appointment Required	Magnificent custom designed Colonial with sweeping vistas; located in one of Concord's most picturesque settings. Minutes from the North Bridge - a short walk to Concord Ctr. This beautiful light-filled home offers the finest amenities; lg windows,high ceilings,hardwood flrs,& detailed moldings. A spacious fam rm with cathedral ceiling,custom stone fireplace, built-in cabinetry w/bookshelves are just a few of its features. Mstr suite with views of the property;style & character are abundant!	Colonial		2	Central Heat, Forced Air, Humidifier, Gas		Alcott	Sanborn/Peabody	Con/Car Reg HS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Wall Oven, Dishwasher, Disposal, Microwave, Countertop Range, Refrigerator, Washer, Dryer, Water Treatment;Foundation:Poured Concrete, Fieldstone;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch, Porch - Enclosed, Patio, Sprinkler System, Screens, Fenced Yard;Insulation:Full, Fiberglass;Electric:Circuit Breakers, 200 Amps;Interior Features:Security System, Cable Available;Hot Water:--;	SF	Estabrook Road	45	45	http://media.mlspin.com/photo.aspx?mls=70254798	
70264717	SLD	749900	749900	9/21/2005	12/15/2005		55	20	7 Edmonds Road	Concord	MA	01742		3	3.5	2014	36	6534	Amy Barrett	J M Barrett & Co., Inc.	(978) 369-6453	Call List Office, Appointment Required	Sunsplashed 3-bedroom unit at Meriam Close! Optional 1st or 2nd MBR. Freshly painted interior, white kitchen w/granite counters, LR w/fp & sliders to 14 x 10 private patio; upstairs there are 2-bedrooms and 2 baths, large 25x39 lower level w/wall to wall carpet - great rec-room, exercise room, home office! Walk to center and Minuteman Bike Path and easy access to Boston. Easy to show but must 1st contact owner directly. Call LO for information (naptime 1:30-3:00 no showings please).	Garrison	1	2	Forced Air, Gas		Alcott	Sanborn/Peabody	Con/Carl Reg HS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Patio, Tennis Court, Professional Landscaping, Sprinkler System;Insulation:Unknown;Electric:200 Amps;Interior Features:--;Hot Water:--;	SF	Edmonds Road	7	7	http://media.mlspin.com/photo.aspx?mls=70264717	
70220489	SLD	699000	670000	7/6/2005	12/19/2005		113	104	8 College Road	Concord	MA	01742		3	3.5	2540	41	40946	Preston Holleman	Coldwell Banker Residential Brokerage - Concord	(978) 369-1000	Call List Agent, Lock Box, Appointment Required	Terrific home renovated in 1997 from top to bottom! Cook's kitchen opens to the family room. Lovely living room with beautiful detailed fireplace. Large master bedroom with bath. Spacious family bedrooms. Three full and one half baths. Hardwood foors. Lots of room for everybody and everything! Current Owners have just completed major landscaping project including stone walls and lots of perennial plantings. Located on a beautiful country road and a short drive from Concord Center.	Colonial, Gambrel /Dutch	1	2	Central Heat, Hot Water Baseboard, Gas					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood, Stone;Exterior Features:Deck;Insulation:Full;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	College Road	8	8	http://media.mlspin.com/photo.aspx?mls=70220489	
70291764	SLD	900000	855000	11/9/2005	12/20/2005		411	13	62 Elm Street	Concord	MA	01742		4	3	2286	159	16553	Mary Chapman	Coldwell Banker Residential Brokerage - Concord	(978) 369-1000	Call List Agent, Accompanied Showings, Appointment Required, Sign	RIVERFRONT! CONCORD CENTER!  Priced well below assessment. Stylish Victorian with high ceilings, period detail. Large drawing room with 2 ornamental marble fireplaces and access to wraparound 3-season porch plus deck.  Updated kitchen with granite counters.  Cathedral-ceiling plus gas fireplace in family room.  Terraced gardens to river...launch a canoe. Easy access to train and Concord Center amenities.  Rare find! To be sold "as is" by motivated seller.	Victorian	1	1	Forced Air, Gas		Alcott	Concord	CCHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles, Slate;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Washer, Dryer;Foundation:Fieldstone;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch, Porch - Enclosed, Deck, Professional Landscaping, Fenced Yard;Insulation:Partial;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas;	SF	Elm Street	62	62	http://media.mlspin.com/photo.aspx?mls=70291764	
70292131	SLD	485900	480000	11/9/2005	12/21/2005		6	6	47 WOODLAND ROAD	Concord	MA	01742		2	1	1206	66	13590	Debra Cence	Century 21 Classic Properties	(978) 897-5311	Call List Agent	Located on a culdesac location abutting the Concord County Club golf course this home offers endless opportunities and it's in move-in condition! Hardwood floors, fireplace livingroom and a 3 season porch are just some of the homes special qualities. Commuters delight to train, major routes,hospital and be in W.Concord center in seconds and Concord center is just around the corner. Come and be a part of a community that is known as one of best places to live in Massachusetts!	Cape	1	0	Hot Water Baseboard					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Wall Oven, Dishwasher, Countertop Range, Refrigerator, Washer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch - Enclosed;Insulation:Fiberglass;Electric:Circuit Breakers;Interior Features:--;Hot Water:--;	SF	WOODLAND ROAD	47	47	http://media.mlspin.com/photo.aspx?mls=70292131	
70189199	SLD	899000	745000	5/11/2005	12/22/2005		193	191	1404 Main St	Concord	MA	01742		8	4	3853	115	16988	Margaret Frazier-Plodzik	J M Barrett & Co., Inc.	(978) 369-6453	Lock Box, Go Direct, Sign	This handsome 15 room Victorian sits proudly on an oversized picture perfect lot in the heart of West Concord Village.  Its mansard roof, full front porch, and charming interior details are reminiscent of its 1900's heritage.  The potential in this home is limitless.  Three finished floors, spacious rooms, high ceilings, two fireplaces, and a gracious three story center staircase are just a few of the details that make this property a unique treasure in a walk to everything location.	Victorian, Antique	1	2	Hot Water Radiators, Steam, Oil		Thoreau	Concord Middle	CCHS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:None;Foundation:Fieldstone;Construction:Frame;Exterior:Aluminum;Exterior Features:Porch, Gutters, Screens;Insulation:--;Electric:Circuit Breakers;Interior Features:Security System, Cable Available;Hot Water:Natural Gas, Tank;	SF	Main St	1404	1404	http://media.mlspin.com/photo.aspx?mls=70189199	
70201187	SLD	695000	680000	6/1/2005	12/23/2005		187	187	162 Border Road	Concord	MA	01742		4	2.5	2260	47	25507	Judith Boland	Coldwell Banker Residential Brokerage - Concord	(978) 369-1000	Call List Agent, Lock Box	Solidly built and well-maintained 4-bedroom Col in Thoreau Hills...a great neighborhood for walking or playing. Formal living and dining rooms, spacious updated kitchen, screened porch. Lower level bonus room not included in GLA. Interior paint '99, exterior paint 2001, furnace 1-2 yrs, HW tank 1-2 yrs, bulkhead '04. Nice wooded lot. Included in sale: washer, dryer, ref,all window treatments!great value- You will love it!	Colonial	1	2	Hot Water Baseboard		Thoreau		CCHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch - Enclosed, Patio;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Tank;	SF	Border Road	162	162	http://media.mlspin.com/photo.aspx?mls=70201187	
70194167	SLD	448000	430000	5/17/2005	12/27/2005		369	38	127 Monsen	Concord	MA	01742		3	1	1258	59	26572	Alison Ludwig	Century 21 Minuteman Realty	(978) 256-3306	Call List Office, Lock Box, Appointment Required, Sign	Great price for this home!  The sellers are motivated!Lovely 7RM/3BR/1Ba Ranch in cul-de-sac neighborhood. Close to village! Enjoy the huge eat-in kit with new stove, microwave & a dishwasher. Either have a formal DR or a FR off kitchen as well as screened porch. Gleaming Hardwood throughout. Fireplace in LR. Finished room in LL with plenty of storage as well. Beautiful yard. Walk to Great Meadows Wildlife refuge. Newer roof & septic.  Recently painted.  Just move right in! Bring your offers!	Ranch	1	0	Hot Water Baseboard, Electric Baseboard, Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Porch - Enclosed, Deck, Storage Shed;Insulation:Full;Electric:Fuses, 100 Amps;Interior Features:--;Hot Water:Electric;	SF	Monsen	127	127	http://media.mlspin.com/photo.aspx?mls=70194167	
70264652	SLD	557000	540000	9/21/2005	12/29/2005		217	78	212 Thoreau Street	Concord	MA	01742		4	2.5	1818	145	3800	Susan Revis	J M Barrett & Co., Inc.	(978) 369-6453	Call List Office	Walk to everything from this sunny upbeat Village Colonial.  A light filled porch, cozy kitchen with wood stove open to dining room, lovely living room and 4 bedrooms located on the 2nd and 3rd floors provide great space.  The basement offers play room potential and the heated, detached, converted garage is currently set-up as an office.	Colonial	1	1	Hot Water Baseboard, Gas		Alcott	Sanborn/Peabody	Con/Carl Reg HS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Compactor, Washer, Dryer;Foundation:Fieldstone;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch - Enclosed, Deck, Storage Shed;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:Security System, Cable Available, Walk-up Attic;Hot Water:Natural Gas;	SF	Thoreau Street	212	212	http://media.mlspin.com/photo.aspx?mls=70264652	
70147846	SLD	500000	468700	2/18/2005	1/4/2006		316	181	1816 Main St	Concord	MA	01742		3	2	1848	125	8300	Richard Bromby	Nelson, Bromby & Assoc. Realty	(781) 245-4706	Call List Office, Call List Agent, Lock Box, Appointment Required, Sign	THIS HOUSE IS A STEAL FOR THE PRICE..AND YOU COULD BE THE LUCKY BUYER!MUST SELL !! SELLER SAYS MAKE OFFERS !!Wonderful 7 room 3+ bedroom 2 full bath antique mansard. Open concept floor plan updated throught, hardwood floors,  plenty of kitchen cabinet space, dining room with working fireplace, office/spare bedroom, loft, professionally landscaped and fenced in level yard, french doors to wonderful patio. Close to the village and public transportation. Great schools. A perfect place to call home	Colonial, Antique	1	0	Steam, Oil		Thoreau	Concord	CCHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Fieldstone;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Patio, Professional Landscaping, Fenced Yard;Insulation:--;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Oil, Tank;	SF	Main St	1816	1816	http://media.mlspin.com/photo.aspx?mls=70147846	
70256660	SLD	429900	402000	9/9/2005	1/6/2006		92	92	118 Monsen Road	Concord	MA	01742		3	1	1008	59	21862	Karen Wallace	J M Barrett & Co., Inc.	(978) 369-6453	Call List Agent, Lock Box, Go Direct, Sign	In a neighborhood setting, on a pretty half acre, sits this darling three bedroom Ranch with fireplaced living room, gleaming hardwood floors, tiled bath, and 17' x 12' screened proch.  A nice yard with room for play and gardening.  An ideal home for a starter, a condo alternative, or for downsizing.	Ranch	1	0	Hot Water Baseboard, Oil		Alcott	Sanborn/Peabody	CCHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range, Dishwasher, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Porch;Insulation:--;Electric:Circuit Breakers, 100 Amps;Interior Features:--;Hot Water:Oil, Separate Booster;	SF	Monsen Road	118	118	http://media.mlspin.com/photo.aspx?mls=70256660	
70295265	SLD	540000	528000	11/16/2005	1/9/2006		28	16	414 Laws Brook Road	Concord	MA	01742		3	2	2402	56	20540	Patricia Sinton	Carlson GMAC Real Estate	(978) 369-3999	Call List Agent, Lock Box	Beautifully renovated, multi-level home on a fenced corner lot. Walking distance to DOWNTOWN WEST CONCORD VILLAGE and the COMMUTER RAIL. NEW GOURMET KITCHEN and TWO NEW BATHROOMS! Three sun-filled bedrooms, hardwood floors, CENTRAL AIR, an in-ground sprinkler system and a finished, walk-out lower level with separate entrance for a potential au paire suite or in-law suite.	Multi-Level	1	0	Central Heat, Hot Water Baseboard, Gas		Thoreau School	Sanborn/Peabody	CCHS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck, Gutters, Sprinkler System, Screens, Fenced Yard;Insulation:Unknown;Electric:220 Volts;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Laws Brook Road	414	414	http://media.mlspin.com/photo.aspx?mls=70295265	
70268370	SLD	599000	599000	9/28/2005	1/11/2006		56	56	35 South St	Concord	MA	01742		3	2.5	2100	44	20473	Jennifer Robertson	The Realty Dot	(877) 267-0349	Owner	Open floor paln makes this home flow throughout. Eat-in kitchen,living room  w/fireplace, dining room, MBR w/2 large closets, family room w/fireplace and rec room w/hot tub. New garage. Move in condition. Family neighborhood near conservation trails. Easy distance to West Concord Village.	Raised Ranch		2	Gas		Willard	Sanborn/Peabody	Con/Carl Reg HS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl, Wall to Wall Carpet;Appliances:Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck;Insulation:--;Electric:--;Interior Features:Cable Available;Hot Water:--;	SF	South St	35	35	http://media.mlspin.com/photo.aspx?mls=70268370	
