MLSNUM	STATUS	LISTPRICE	SOLDPRICE	LISTDATE	SOLDDATE	EXPIREDDATE	DOM	DTO	ADDRESS	CITY	STATE	ZIP	AREA	BEDS	BATHS	SQFT	AGE	LOTSIZE	AGENTNAME	OFFICENAME	OFFICEPHONE	SHOWINGINSTRUCTIONS	REMARKS	STYLE	LEVEL	GARAGE	HEATING	COOLING	ELEMENTARYSCHOOL	JUNIORHIGHSCHOOL	HIGHSCHOOL	OTHERFEATURES	PROPTYPE	STREETNAME	HOUSENUM1	HOUSENUM2	PHOTOURL	
70221060	SLD	399000	395000	7/7/2005	9/30/2005		11	11	1 Vista Circle	Arlington	MA	02474		2	1	986	75	8120	Marcy Blais O'Meara	Coldwell Banker Residential Brokerage - Arlington	(781) 648-6500	Call List Office	Imagine your own private space on a beautiful landscaped piece of land.  Step out from your kitchen to the brick patio.  Enjoy your perennial flower garden and the organic vegetable plot. Your home boasts a new roof, central A/C, newer gas ht system, 3 phone lines & DSL.  Parquet flrs in the kitchen, which is open to the office.  Plenty of light in this lovely home.  Separate storage area. Short walk to #67 bus & bike trail.	Ranch	1	0	Forced Air, Gas		Bishop	Ottoson	A.H.S.	Basement:No;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Patio;Insulation:--;Electric:--;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Vista Circle	1	1	http://media.mlspin.com/photo.aspx?mls=70221060	
70232212	SLD	475000	515000	7/27/2005	9/30/2005		21	7	38 Kimball Rd	Arlington	MA	02474		3	1	1248	87	4397	Julie Horvath	Century 21 Adams KC	(781) 648-6900	Call ShowingTime at 888-627-2775	This delightful home, located in bishop School neighborhood, is a pleasure to show! Updates include new windows, updated kitchen, sliders to deck and a younger roof. Great location and easy access to Mystic Lakes, center and on the bus route!	Colonial	1	0	Steam, Oil		Bishop	Ottoson	Arlington High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Dishwasher, Refrigerator, Washer, Dryer;Foundation:Concrete Block;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Porch, Deck;Insulation:Blown In;Electric:Fuses, 100 Amps;Interior Features:Walk-up Attic;Hot Water:--;	SF	Kimball Rd	38	38	http://media.mlspin.com/photo.aspx?mls=70232212	
70237560	SLD	449900	449900	8/6/2005	9/30/2005		98	26	29 Teel St	Arlington	MA	02474		4	2	1803	100	3763	Diana Segool	Bowes Pennell & Thompson GMAC	(781) 648-3500	Call List Office, Lock Box, Key in Office, Appointment Required, Sign	PRICED TO SELL!!!!  4 bedroom colonial in prime East location near the Cambridge line.  Located directly off Mass Ave on a quite dead end street.  Easy access to Cambridge,public trans, Rt 2, the bike path. All the major work is done- new roof, windows, heating system, electric, plumbing, shingles, etc.  Add your personal touches and call it home!!!! OPEN HOUSE: SATURDAY, AUGUST 6th- 12:00-1:30 and SUNDAY, AUGUST 7th- 12:00-2:00 REGISTER TO WIN $50 GIFT CERT TO THE RESTAURANT OF YOUR CHOICE	Colonial	1	0	Forced Air, Gas		Hardy	Ottoson	Arlington	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete, Brick;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Porch, Patio, Pool - Above Ground;Insulation:Full;Electric:100 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Teel St	29	29	http://media.mlspin.com/photo.aspx?mls=70237560	
70241138	SLD	629000	624000	8/12/2005	9/30/2005		21	12	66 Princeton Rd	Arlington	MA	02474		3	1.5	1584	76	5836	Paul Houser	Century 21 Adams KC	(781) 648-6900	Call ShowingTime at 888-627-2775	"Kelwyn Manor Colonial" - Brick front center entrance Colonial with hardwood floors and fireplace living room. Great location within this beautiful and sought after neighborhood. Updates include newer kitchen, roof, heat and a/c. Bright and sunny den overlooking deck and brick patio in the back yard. One car attached garage and finished rec room in basement.	Colonial		1	Forced Air, Gas		Hardy	Ottoson	AHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Brick;Exterior Features:Deck, Patio, Fenced Yard;Insulation:Unknown;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Princeton Rd	66	66	http://media.mlspin.com/photo.aspx?mls=70241138	
70206527	SLD	579000	565000	6/9/2005	10/4/2005		36	36	248 Pleasant Street	Arlington	MA	02476		3	1.5	1620	64	9865	Charles Petitti	CENTURY 21 Garden City Homes, Inc.	(617) 969-2121	Call List Office	SUNFILLED WATERFRONT BRICK CAPE WITH SPECTACULAR CITY&WATER VIEWS ON SPY POND!!!  HARDWOOD FLOORS THROUGH-OUT, FIREPLACED LIVING & DINNING ROOM WITH GREAT WATER VIEWS FROM THREE SEASON PORCH, SEMI-FINISHED BASEMENT WITH 2ND KITCHEN AREA &WALK-OUT TO PRIVATE WATERFRONT BACK YARD !!!!!NEW TILE BATHS,EIGHT FOOT CIELINGS, ALL NEW WINDOWS,NEW ELECTRIC SERVICE, NEEDS SOME UPDATES BUT WELL WORTH IT!!!!!  A MUST SEE!!!!!!!!	Cape	1	0	Hot Water Radiators, Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Wall Oven, Dishwasher, Disposal, Refrigerator, Washer;Foundation:Poured Concrete;Construction:Brick;Exterior:Brick;Exterior Features:Porch - Enclosed, Gutters;Insulation:Full;Electric:110 Volts, 220 Volts, Circuit Breakers, 100 Amps;Interior Features:--;Hot Water:Oil, Tankless;	SF	Pleasant Street	248	248	http://media.mlspin.com/photo.aspx?mls=70206527	
70241476	SLD	589000	575000	8/14/2005	10/6/2005		4	4	12 Old Middlesex Path	Arlington	MA	02474		2	2	2664	65	15150	William Copithorne	Sweeney & OConnell	(781) 643-7478	Call ShowingTime at 888-627-2775	Enjoy one level living on one of Morningside's nicest streets. With the spacious fireplaced living room and adjoining dining room this is a great home for entertaining or relaxing in the 1st floor den,the fireplaced lower level familyroom or the patio overlooking the spacious and private back yard. This home has been well maintained and can be improved with your decorating touches.	Ranch	1	1	Hot Water Baseboard, Oil		Stratton	Ottoson	AHS/ACHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Patio;Insulation:Fiberglass;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Tankless;	SF	Old Middlesex Path	12	12	http://media.mlspin.com/photo.aspx?mls=70241476	
70229110	SLD	965000	950000	7/21/2005	10/14/2005		19	14	58 Old Mystic Street	Arlington	MA	02474		4	3	2908	165	26700	Nancy Solomon	Coldwell Banker Residential Brokerage - Arlington	(781) 648-6500	Call List Office, Lock Box	Historic Stephen Symmes House c. 1850 set on a very large corner lot w/ private, enclosed yard. Home reflects grandeur & space of original period w/ modern up-dates incl. new windows, newer kitchen, new heat (2004), exterior paint (2005). Custom-designed master bedroom suite w/ dressing room, tiled bath, & a loft study area loaded with book shelves. Close to Bishop School & Mystic Lakes. Unique opportunity to own a special, spacious home.	Colonial, Antique	1	2	Hot Water Baseboard, Hot Water Radiators, Gas		Bishop	Ottoson	AHS	Basement:Yes;Fireplaces:1;Roof:Slate, Other (See Remarks);Floor:Wood;Appliances:Wall Oven, Dishwasher, Disposal, Countertop Range, Refrigerator;Foundation:Fieldstone, Brick;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch, Screens, Fenced Yard;Insulation:Partial;Electric:Circuit Breakers;Interior Features:Cable Available, Walk-up Attic;Hot Water:Natural Gas, Tank;	SF	Old Mystic Street	58	58	http://media.mlspin.com/photo.aspx?mls=70229110	
70242812	SLD	499000	503000	8/16/2005	10/27/2005		7	7	279 Appleton St	Arlington	MA	02476		3	1.5	1392	85	4500	Stephen McKenna	Bowes Pennell & Thompson GMAC	(781) 648-3500	Call List Office, Lock Box, Appointment Required	METICULOUSLY MAINTAINED AND OFFERING AN ABUNDANCE OF CHARM AND CHARACTER THIS HOME HAS NUMEROUS RENOVATIONS AND REFLECTS TRUE PRIDE OF OWNERSHIP! FILLED WITH BRIGHT SUNSHINE AND LOTS OF NATURAL WOODWORK, YOU'LL LOVE ALL OF THE WONDERFUL FEATURES INCLUDING LARGE KITCHEN, PRIVATE DECK AND REAR YARD. THERE ARE 3 BEDROOMS AND 1 1/2 BATHROOMS IN THIS HOME WITH GLEAMING HARDWOOD FLOORS AND TERRIFIC FIREPLACE. STEPS TO BUS STOP, MASS AVENUE AND THE NEWLY REBUILT DALLIN SCHOOL.	Colonial	1	1	Steam, Gas		DALLIN	OTTOSON	ARLINGTON	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal;Foundation:Concrete Block;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck, Gutters;Insulation:Blown In;Electric:Circuit Breakers;Interior Features:Security System, Cable Available, Walk-up Attic;Hot Water:Natural Gas, Tank;	SF	Appleton St	279	279	http://media.mlspin.com/photo.aspx?mls=70242812	
70250167	SLD	379000	379000	8/30/2005	10/27/2005		9	9	103 Valentine Rd	Arlington	MA	02476		2	1	929	69	5100	Stephen McKenna	Bowes Pennell & Thompson GMAC	(781) 648-3500	Call List Office, Lock Box, Appointment Required, Other (See Special Showing Instructions)	GREAT CONDO ALTERNATIVE IN DESIRABLE ARLINGTON HEIGHTS NEIGHBORHOOD!!  MOVE RIGHT INTO THIS ADORABLE 5 ROOM, 2 BEDROOM, 1 BATH RANCH STYLE HOME SITUATED ON APPROXIMATELY 5,000 SQUARE FEET OF LAND.  THIS HOME HAS HARDWOOD FLOORS THROUGHOUT, FIREPLACE IN THE LIVING ROOM AND MUCH NATURAL SUNLIGHT.  THIS PROPERTY IS CLOSE TO PUBLIC TRANSPORTATION, ROUTE 2 AND THE NEW DALLIN SCHOOL.	Ranch	1	0	Forced Air, Gas		DALLIN	OTTOSON	AHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Asbestos;Exterior Features:--;Insulation:Unknown;Electric:100 Amps;Interior Features:--;Hot Water:--;	SF	Valentine Rd	103	103	http://media.mlspin.com/photo.aspx?mls=70250167	
70229561	SLD	599900	595000	7/22/2005	10/31/2005		59	27	104 Ronald Road	Arlington	MA	02474		3	2.5	1416	90	5400	Cheryl Murphy	Carlson GMAC Real Estate	(781) 861-8100	Call ShowingTime at 888-627-2775	Character and quality abound in this lovely Dutch Colonial. Close to transportation and schools, completely renovated by top contractor.	Colonial	1	2	Steam, Oil		Stratton	Ottoson	Arlington	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Concrete Block;Construction:Frame;Exterior:Wood;Exterior Features:Porch;Insulation:Full;Electric:100 Amps;Interior Features:--;Hot Water:--;	SF	Ronald Road	104	104	http://media.mlspin.com/photo.aspx?mls=70229561	
