MLSNUM	STATUS	LISTPRICE	SOLDPRICE	LISTDATE	SOLDDATE	EXPIREDDATE	DOM	DTO	ADDRESS	CITY	STATE	ZIP	AREA	BEDS	BATHS	SQFT	AGE	LOTSIZE	AGENTNAME	OFFICENAME	OFFICEPHONE	SHOWINGINSTRUCTIONS	REMARKS	STYLE	LEVEL	GARAGE	HEATING	COOLING	ELEMENTARYSCHOOL	JUNIORHIGHSCHOOL	HIGHSCHOOL	OTHERFEATURES	PROPTYPE	STREETNAME	HOUSENUM1	HOUSENUM2	PHOTOURL	
70220404	SLD	339900	339900	7/6/2005	11/18/2005		59	59	59 Nutting Road	Westford	MA	01866		2	2	1565	50	101494	Kristen Maclaren	Century 21 McLennan & Company	(978) 683-8008	Call List Office	Spacious 2 bedroom ranch with newer windows and roof. Nicely situated on a 2.33 level lot in beautiful neighborhood, close to major routes. Great starter home full of potential.  Title V approved for quick closing!  Property will be sold "As Is"	Ranch	1	1	Forced Air, Gas					Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl;Appliances:Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Pool - Inground, Gutters;Insulation:Unknown;Electric:220 Volts, Circuit Breakers;Interior Features:Cable Available;Hot Water:Propane Gas;	SF	Nutting Road	59	59	http://media.mlspin.com/photo.aspx?mls=70220404	
70252289	SLD	421500	421500	9/2/2005	11/18/2005		26	13	42 Lawson Road	Westford	MA	01886		3	1	1132	75	12675	Twila Palmer	Westford Real Estate, Inc.	(978) 692-4884	Call List Office	This property is in need of restoration. The lot is a wonderful level waterfront location near Lakeside Villages. The home has 3 bedrooms. One bedroom, kitchen, porch and 1 full bath are on the first floor and 2 bedrooms are on the second floor. The septic system may need to be replaced and a new well will need to be drilled.	Colonial	1	0	Electric, Other (See Remarks)		Westford Public	Westford Public	Wfrd Academy	Basement:No;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:--;Foundation:Other (See Remarks);Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Porch - Enclosed;Insulation:Unknown;Electric:--;Interior Features:--;Hot Water:--;	SF	Lawson Road	42	42	http://media.mlspin.com/photo.aspx?mls=70252289	
70252591	SLD	664900	630000	9/6/2005	11/28/2005		50	50	13 April Lane	Westford	MA	01886		4	2.5	2879	20	31494	Leonard Lochrie	William Raveis R.E. & Home Services	(978) 692-1168	Call List Office, Lock Box, Sign	Beautiful 4 Bedroom Colonial in Desirable Neighborhood. This home has 9 foot ceilings, French doors, open kitchen with a pantry and a large family Room, 1st floor office, fireplaced living room, a dining room with chair rails & bow window The finished walk out basement has a large playroom and a large TV room. Other features include in ground sprinklers, gutter guards, 2 zone central air & a security system. Title 5 approved.	Colonial	1	2	Forced Air, Gas		ROBINSON/DAY		Wfrd Academy	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Gutters, Professional Landscaping, Sprinkler System;Insulation:Full;Electric:Circuit Breakers;Interior Features:Central Vacuum, Cable Available;Hot Water:Natural Gas, Tank;	SF	April Lane	13	13	http://media.mlspin.com/photo.aspx?mls=70252591	
70254782	SLD	289900	284900	9/7/2005	11/29/2005		48	48	39 Keyes Rd	Westford	MA	01886		2	1	1240	85	12197	Mary Lynn O Brien	M & M Realty	(978) 486-8991	Call List Office	Needs interior updating.  Exterior updating 95% complete.  Quiet street, beautiful view.	Cottage	1	0	Forced Air, Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Refrigerator, Washer, Dryer;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Gutters, Screens;Insulation:Unknown;Electric:220 Volts, Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Electric, Leased Heater;	SF	Keyes Rd	39	39	http://media.mlspin.com/photo.aspx?mls=70254782	
70238304	SLD	299900	285000	8/8/2005	11/30/2005		37	37	2 Doris Road	Westford	MA	01886		2	1	1019	60	5227	Donald McMeniman	Dick Lepine Real Estate, Inc.	(978) 957-8200	Call List Office, Lock Box, Sign	OVERLOOKING THE 4TH GREEN AT NABNASSETT COUNTRY CLUB! THIS ADORABLE RANCH IS AT THE END OF THE STREET. MATURE LANDSCAPING, VINYL SIDING, PLEASANT BACK YARD WITH A PATIO AND A DECK. INTERIOR WELL CARED FOR. NEWER KITCHEN APPLIANCES WIDE PINE FLOORS, 20 FOOT LONG LIVING ROOM WITH A VAULTED CEILING. GREAT STARTER OR DOWNSIZING HOME.   Note: There are 2 FHA/Gas wall units and 5 electric baseboards Title V Certificate in hand	Ranch	1	0	Forced Air, Electric Baseboard, Gas, Electric					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Other (See Remarks);Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck, Patio, Storage Shed;Insulation:Partial, Unknown;Electric:220 Volts, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Doris Road	2	2	http://media.mlspin.com/photo.aspx?mls=70238304	
70247505	SLD	447000	436000	8/25/2005	11/30/2005		82	42	88 Old Lowell Road	Westford	MA	01886		4	2.5	1952	51	43200	Judith Gizara	Coldwell Banker Residential Brokerage - Westford	(978) 692-2121	Call List Office, Lock Box, Appointment Required	Refreshing Garrison Colonial located close to Carlisle line & Rt 495. Lovely yard with gardens & great plantings. Formal living room & dining room with fireplace. New country kitchen with appliances. First floor laundry & half bath. Anderson Window replacements. Finished Lower Level Playroom, 13X19,  with new gas fireplace, surround & workshop. Title V completed.	Garrison	1	1	Central Heat, Hot Water Baseboard, Gas					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Brick;Exterior Features:Deck, Storage Shed;Insulation:--;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas;	SF	Old Lowell Road	88	88	http://media.mlspin.com/photo.aspx?mls=70247505	
70253804	SLD	539900	529000	9/7/2005	11/30/2005		64	55	46 Vine Brook Rd.	Westford	MA	01886		4	2.5	2400	34	21863	Gary St. Martin	Coldwell Banker Residential Brokerage - Westford	(978) 692-2121	Call List Office, Lock Box, Sign	Quality 4-bedroom Colonial!  In one of Westford's finest neighborhoods. Lots of light through multiple windows overlooking an expansive deck and private rear yard. Enjoy quiet luxury in its hardwood floors, new granite and maple Kitchen, new 1st floor carpeting and cozy fireplaced Master Bedroom with a full bath and large walk-in closet: If you are a discriminating buyer, then this is the home you deserve.	Colonial	1	2	Heat Pump		Robinson/Crisaf	Blanchard	Westford Academ	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Compactor, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Deck;Insulation:Full;Electric:Circuit Breakers;Interior Features:Central Vacuum, Security System, Cable Available;Hot Water:Electric;	SF	Vine Brook Rd.	46	46	http://media.mlspin.com/photo.aspx?mls=70253804	
70232799	SLD	469000	451000	7/27/2005	12/2/2005		124	114	12 Fieldstone Dr	Westford	MA	01886		3	2	2286	142	69696	Marylyn Collins	The Gosselin Group, Inc.	(978) 448-6383	Call List Office, Lock Box	Welcome home to this lovely, one-of-a-kind cape  on 1.6 acres, that is just filled with charm. Located in sought after Westford subdivision minutes from nearby 495. Gleaming hardwood floors, exquisite detail, nine foot ceilings, and built-ins throughout. Pleasure to show.	Cape, Antique	1	2	Hot Water Baseboard, Gas		Robinson		Westford Academ	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch;Insulation:Loose;Electric:--;Interior Features:--;Hot Water:Natural Gas;	SF	Fieldstone Dr	12	12	http://media.mlspin.com/photo.aspx?mls=70232799	
70242350	SLD	500000	495000	8/15/2005	12/2/2005		172	74	9 Lanes End	Westford	MA	01886		4	2.5	2244	18	23426.88	Beth Frankel	Coldwell Banker Residential Brokerage - Westford	(978) 692-2121	Call List Office, Lock Box, Appointment Required, Sign	Situated on a beautifully landscaped yard, this conveniently located, young, Westford, neighborhood Colonial offers ample living space!!! Features include new carpeting; fresh interior paint; HW & CT floors;  formal LR and DR;  eat in kitchen that opens to fp'd FR w/sliders to deck;  4 BR's that includes MBR w/HW, walk in closet and MBA;  3rd floor office, attached garage and CA.  Come view this special home!!!	Colonial	1	1	Forced Air, Gas		Rob/Christifuli	Blanchard	Academy	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Patio, Screens;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Lanes End	9	9	http://media.mlspin.com/photo.aspx?mls=70242350	
70243935	SLD	329900	300000	8/18/2005	12/2/2005		61	61	231 Groton Road	Westford	MA	01886		3	1.5	2368	31	132422	Terri Juliano	Coldwell Banker Residential Brokerage - Westford	(978) 692-2121	Call List Office, Owner, Lock Box, Appointment Required	Golden opportunity in Westford. Bring your vision and skills to this 1984 Garrison and yield awesome results to make you proud. See the possibilities and potential – it’s a diamond in the rough. Say “Hello” to a “Good Buy”! Title V approved	Garrison		0	Forced Air					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Plywood;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:--;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;	SF	Groton Road	231	231	http://media.mlspin.com/photo.aspx?mls=70243935	
70255557	SLD	629900	615000	9/8/2005	12/2/2005		48	39	7 Phillips Drive	Westford	MA	01886		4	3.5	2464	43	40000	Lisa Traversa	Coldwell Banker Residential Brokerage - Westford	(978) 692-2121	Call List Office, Lock Box, Sign	Perfection shines throughout! 4bdrm, 3.5bath Cherry kitchen w/black galaxy granite, island, sep. prep. sink/wet bar. FR w/gas fireplace, LR w/built-in bookcases, DR w/crown & chair rail. All bdrms freshly painted; bathrooms newly remodeled.  Hardwood, skylights, rec’d lighting, central air, central vac. Newly finished walkout LL affords addtl 825sf w/gas fireplace, ideal for au pair, teen suite or in-law potential. Curb appeal, private & wooded acre lot in desirable neighborhood.	Gambrel /Dutch	1	2	Hot Water Baseboard, Electric Baseboard, Gas					Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Deck, Gutters;Insulation:Full;Electric:200 Amps;Interior Features:Central Vacuum, Cable Available, Wetbar;Hot Water:Natural Gas, Tank;	SF	Phillips Drive	7	7	http://media.mlspin.com/photo.aspx?mls=70255557	
70273874	SLD	229900	230000	10/6/2005	12/2/2005		7	7	3 Pond Road	Westford	MA	01886		2	1	1155	67	11326	David J. Costa	The Real Estate Specialists	(603) 579-9800	Call List Agent, Lock Box, Appointment Required	MOTIVATED SELLER needs not find suitable housing. Long Sought For Pond is just at the end of this short and private road.  Move in condition Bungalow on landscaped lot with 3 season porch, shed and detached 1 car garage.  Also has unfinished walk up attic for expansion possibilities. Appliances included. Act fast.	Bungalow	1	1	Central Heat					Basement:Yes;Fireplaces:0;Roof:--;Floor:Wood;Appliances:Range, Refrigerator, Washer, Dryer, Water Treatment;Foundation:Poured Concrete;Construction:--;Exterior:--;Exterior Features:Porch - Enclosed;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;	SF	Pond Road	3	3	http://media.mlspin.com/photo.aspx?mls=70273874	
70274477	SLD	529900	520000	10/7/2005	12/2/2005		18	6	3 Bobolink Rd	Westford	MA	01886		4	2.5	2110	41	51836	Paula Kowalczik	William Raveis R.E. & Home Services	(978) 692-1168	Call List Office, Lock Box, Appointment Required, Sign	Meticulously maintained Garrison set on serene cul-de-sac neighborhood.Beautiful landscaping,large deck overlooking quiet flat yard.Fireplaced family room w/Gas, wainscoting&open to kitchen. Eat in Kitchen. Formal Dining room w/chandelier and wainscoting. Oversized Formal Living Room is bright and sunny. Four generous bedrooms.  Full basement can be easily finished for extra living space. Two car garage. AC. Roof, furnace, hot water tank updated. Sprinkler system & More. Move right in!	Colonial, Garrison	1	2	Forced Air, Gas		Nabnasset/Abbot	Stonybrook	Westford Acad	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Freezer, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck, Professional Landscaping, Sprinkler System;Insulation:--;Electric:--;Interior Features:Cable Available, Whole House Fan;Hot Water:Natural Gas;	SF	Bobolink Rd	3	3	http://media.mlspin.com/photo.aspx?mls=70274477	
70277683	SLD	709556	696000	10/13/2005	12/9/2005		34	23	1 Baldwin Road	Westford	MA	01886		4	2.5	2917	23	48352	Joan Morrison	RE/MAX Prestige	(978) 692-9292	Call List Office, Lock Box, Sign	Francis Hill Estates Colonial. Custom built,sophistication both inside and out. Gracious formal entry foyer, gourmet kitchen with granite counters and hardwood floor. Cathedral ceiling family room with cast iron gas insert fireplace, spacious master suite with elegant master bath. The home has been recently painted inside and out, refinished floors, new granite counters, newly updated baths including tile and vanities. Lovely views, a pleasure to show!	Colonial	1	2	Forced Air, Gas					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Deck, Sprinkler System, Satellite Dish;Insulation:--;Electric:--;Interior Features:Security System, Cable Available, Walk-up Attic;Hot Water:--;	SF	Baldwin Road	1	1	http://media.mlspin.com/photo.aspx?mls=70277683	
70260619	SLD	389900	378450	9/15/2005	12/14/2005		57	57	32 Pine Road	Westford	MA	01886		3	1.5	1587	33	10454	Robert Kearns	Century 21 Westward Homes	(978) 692-6331	Call List Office, Lock Box, Appointment Required, Sign	Wonderful family home in move in condition in fabulous Nabnassett school district. Nice quiet neighborhood, a large fenced in backyard w/deck for summer entertaining. This home features 3 good size bedrooms, updated baths, tile in foyer and kitchen. Hardwood in formal dining room w/French doors to the deck. Nothing to be done. This beautiful Home is in move in condition!!!!!	Garrison	1	0	Forced Air, Gas					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Deck, Gutters, Storage Shed, Fenced Yard;Insulation:Full;Electric:100 Amps;Interior Features:Cable Available;Hot Water:Natural Gas;	SF	Pine Road	32	32	http://media.mlspin.com/photo.aspx?mls=70260619	
