MLSNUM	STATUS	LISTPRICE	SOLDPRICE	LISTDATE	SOLDDATE	EXPIREDDATE	DOM	DTO	ADDRESS	CITY	STATE	ZIP	AREA	BEDS	BATHS	SQFT	AGE	LOTSIZE	AGENTNAME	OFFICENAME	OFFICEPHONE	SHOWINGINSTRUCTIONS	REMARKS	STYLE	LEVEL	GARAGE	HEATING	COOLING	ELEMENTARYSCHOOL	JUNIORHIGHSCHOOL	HIGHSCHOOL	OTHERFEATURES	PROPTYPE	STREETNAME	HOUSENUM1	HOUSENUM2	PHOTOURL	
70261138	SLD	542000	542000	9/16/2005	11/14/2005		17	5	13 Mohegan Road	Acton	MA	01720		4	1.5	1930	60	18887	Peggy Beresford	ERA Morrison Real Estate	(978) 263-8887	Lock Box, Sign, Call ShowingTime at 888-627-2775	Lovely, sunsplashed home in popular neighborhood with wonderful private family sized yard . The pristine interior boasts a unique open floor plan with wonderful new birch kitchen and cozy reading area, formal fireplaced LR, main floor family room plus DR with built-in hutch.  Gleaming H/W floors. Partially finished LL. Four sunny bedrooms upstairs. Beautiful neutral decor throughout. 2 car attached garage. Very attractive home....with white picket fence and all ! Just a gem !	Colonial	1	2	Hot Water Baseboard, Humidifier, Oil, Propane		Choice of 5	R.J.Grey	ABRHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Deck, Storage Shed;Insulation:Full, Fiberglass;Electric:100 Amps;Interior Features:Cable Available;Hot Water:Separate Booster;	SF	Mohegan Road	13	13	http://media.mlspin.com/photo.aspx?mls=70261138	
70051369	SLD	764900	769022	6/17/2004	11/15/2005		484	484	EUA 16 Squirrel Hill Road	Acton	MA	01720		4	2.5	3296	10	15463	Edith Hill	Coldwell Banker Residential Brokerage - Acton	(978) 263-3303	Call List Agent, Go Direct, Sign	-House number is 10. Concord with porch style @ Colonial Acres, a Planned Conservation Residential Community. There are 22 homes in an established neighborhood. Each house has septic tank, and common leaching field. Red birch kitchen w/ island, granite, stainless appliances, whirlpool in master, double french doors in library, crown molding in living/dining rooms, 9 ft. ceiling on 1st floor.  Ready in the Fall!!	Colonial	1	2	Forced Air, Gas		Acton	Acton/Box. Reg.	Acton/Box. Reg.	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:--;Hot Water:Natural Gas;	SF	Squirrel Hill Road	16	EUA 16	http://media.mlspin.com/photo.aspx?mls=70051369	
70141699	SLD	774900	792757	2/3/2005	11/17/2005		193	193	37 Squirrel Hill Road	Acton	MA	01720		4	2.5	2945	10	30240	Edith Hill	Coldwell Banker Residential Brokerage - Acton	(978) 263-3303	Call List Agent, Go Direct, Sign	-New traditional home in an established neighborhood, ready for Thanksgiving. Fireplaced formal living room with private study, generous dining room with crown molding, open cherry kitchen with granite and breakfast area, fireplaced family room with lots of windows and 2 skylites. 9 ft. ceilings first floor, walk-out basement. Near conservation land.	Colonial	1	2	Forced Air, Gas		Acton Schools	Act/Boxb. Reg.	Act/Boxb. Reg.	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:--;Hot Water:Natural Gas;	SF	Squirrel Hill Road	37	37	http://media.mlspin.com/photo.aspx?mls=70141699	
70202868	SLD	779900	810168	6/3/2005	11/17/2005		4	4	EUA 6 Squirrel Hill Road	Acton	MA	01720		4	2.5	3296	10	13148	Edith Hill	Coldwell Banker Residential Brokerage - Acton	(978) 263-3303	Call List Agent, Go Direct, Sign	House number is 15, Concord with porch style at Colonial Acres, a Planned Conservation Residential Community.  There are 27 home sites in established neighborhood, offering upscale designs and features.  Lots of hardwood, granite kitchen and corian baths.	Colonial	1	2	Forced Air, Gas		Acton	Acton/Box	ABRHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:Deck, Screens;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Security System, Cable Available;Hot Water:Natural Gas;	SF	Squirrel Hill Road	6	EUA 6	http://media.mlspin.com/photo.aspx?mls=70202868	
70252823	SLD	409900	405000	9/6/2005	11/18/2005		46	30	50 Mohawk Drive	Acton	MA	01720		3	1.5	1544	60	35495	Mary Brannelly	ERA Morrison Real Estate	(978) 263-8887	Call List Agent, Lock Box, Appointment Required, Sign	Wonderful Jenks split level home located in Indian Village neighborhood.Set back nicely on lot, it has hardwood flooring thru much of the home,living room with gas fireplace, eat in kitchen with newer light oak cabinets, front to back family room, 3 bedrooms, 1.5 baths, 3 season porch that overlooks great private yard and one car garage. Newer septic system and furnace (10 years), 2 yr old roof, vinyl siding, newer windows on front and sides of house. A nice property.	Split Entry	1	1	Hot Water Baseboard, Oil		choice	RJ Grey	Acton-Boxboro	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range, Dishwasher, Refrigerator, Freezer, Washer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Gutters, Storage Shed;Insulation:--;Electric:Circuit Breakers;Interior Features:Security System, Cable Available, Whole House Fan;Hot Water:Tankless;	SF	Mohawk Drive	50	50	http://media.mlspin.com/photo.aspx?mls=70252823	
70284060	SLD	285000	285000	10/25/2005	11/23/2005		10	3	155 Prospect St	Acton	MA	01720		2	1	804	62	20869	Lorna Rush	ERA Morrison Real Estate	(978) 263-8887	Call ShowingTime at 888-627-2775	Cozy 4 room ranch w/2 bedrms, full bath, a full kitchen and a fireplace liv rm complete the floor plan. There is a full basement and a one-car garage. The roof was new this year. This property is close to schools, restaurants, shopping & w/in close proximity to the commuter rail to Boston. This property is being offered in its “as-is” condition. Buyer to be responsible for connecting to Acton Town Sewer – connection is right in front of property. Buyer to assume sewer betterment fee.	Ranch	1	1	Hot Water Baseboard, Oil		Choice	R.J. Grey	A/B Regional	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:Circuit Breakers, 100 Amps;Interior Features:--;Hot Water:Oil;	SF	Prospect St	155	155	http://media.mlspin.com/photo.aspx?mls=70284060	
70112065	SLD	779000	816250	11/1/2004	11/29/2005		200	183	Lot 3 Sweeney Farm Lane	Acton	MA	01720		4	2.5	3000	10	93685	Barbara Lam	Coldwell Banker Residential Brokerage - Acton	(978) 263-3303	Call List Office	-To be built! Exclusive 4-home neighborhood by Apple Valley Homes, quality construction. Meadow setting! "The Glenbrooke" is planned for this lot, but other plans are available.	Colonial	1	2	Forced Air, Gas		One of five	R.J. Grey Jr.	ABRHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Wall Oven, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck;Insulation:Full;Electric:200 Amps;Interior Features:--;Hot Water:Natural Gas, Tank;	SF	Sweeney Farm Lane	3	Lot 3	http://media.mlspin.com/photo.aspx?mls=70112065	
70205681	SLD	489900	489900	6/8/2005	11/29/2005		166	128	2 Ashwood Road	Acton	MA	01720		4	1.5	1632	55	20000	Nancy O Brien	Coldwell Banker Residential Brokerage - Acton	(978) 263-3303	Call ShowingTime at 888-627-2775	Talk about curb appeal!! This much loved 4 bedroom colonial offers terrific opportunity for buyer looking for nice neighborhood, pretty lot, convenient location and home warranty. New septic is in and awaits a new family.	Colonial	1	2	Hot Water Baseboard, Gas		Choice of 5	R.J. Grey Jr.	ABRHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Wall Oven, Dishwasher, Countertop Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch, Patio, Gutters;Insulation:Full, Fiberglass;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Ashwood Road	2	2	http://media.mlspin.com/photo.aspx?mls=70205681	
70268566	SLD	728000	738000	9/28/2005	11/30/2005		56	6	7 Reeve Street	Acton	MA	01720		3	2.5	2685	14	26745	Nancy O Brien	Coldwell Banker Residential Brokerage - Acton	(978) 263-3303	Call ShowingTime at 888-627-2775	Stunning 4 year old colonial in North Acton Woods is "better than new". 9 ft. ceilings, 6 ft. windows, gleaming hardwood floors, central air conditioning and impressive custom cabinetry in bright fireplaced family room.	Colonial	1	2	Forced Air, Oil		Choice of 5	R.J. Grey Jr.	ABRHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Tank;	SF	Reeve Street	7	7	http://media.mlspin.com/photo.aspx?mls=70268566	
70277939	SLD	318000	318000	10/12/2005	12/2/2005		33	8	39 Quaboag Road	Acton	MA	01720		2	1	798	65	24448	Joanne Millett	Coldwell Banker Residential Brokerage - Acton	(978) 263-3303	Call List Office	Rare opportunity to improve or rebuild in popular Indian Village!  Nicely set back on a beautiful, level, wooded ½ acre plus lot, this rustic ranch was the first home built in the neighborhood.  Special features include spacious living/dining room with fireplace wall, many custom built-ins, efficient kitchen with recent appliances, some updates in bath, random width pine floors.  Additional storage building affords lots of space.  Offered in "as is" condition.  Unique – bring your imagination!	Ranch	1	0	Hot Water Radiators, Steam, Oil		Acton Public	R. J. Grey JHS	Acton/Boxboro	Basement:No;Fireplaces:1;Roof:--;Floor:Wood;Appliances:Range, Refrigerator;Foundation:Slab;Construction:Frame;Exterior:Wood;Exterior Features:Storage Shed;Insulation:--;Electric:--;Interior Features:--;Hot Water:Electric, Tank;	SF	Quaboag Road	39	39	http://media.mlspin.com/photo.aspx?mls=70277939	
70215210	SLD	605000	590000	6/24/2005	12/7/2005		136	108	4 Patrick Henry Circle	Acton	MA	01720		4	2.5	2436	43	22390	Linda Stegerwald	Coldwell Banker Residential Brokerage - Concord	(978) 369-1000	Call List Agent, Lock Box, Sign	Come & see this wonderful center-entrance colonial in the desirable Flagg Hill neighborhood.  This gracious 8 room home has 4 generous bedrooms, including a master, hardwood floors and 2 1/2 baths.  A formal living & dining room, updated kitchen, spacious family room and screened porch complete this tasteful home, perfect for entertaining and family living.  Refrigerator in basement also incl.	Colonial	1	2	Central Heat, Gas		Choice	R. J. Grey	Acton-Boxboro	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer, Other (See Remarks);Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch - Enclosed;Insulation:Full;Electric:Circuit Breakers;Interior Features:--;Hot Water:Natural Gas;	SF	Patrick Henry Circle	4	4	http://media.mlspin.com/photo.aspx?mls=70215210	
70221407	SLD	709900	700000	7/6/2005	12/9/2005		131	124	3 Dunham Lane	Acton	MA	01720		4	3	3300	25	52047	Sharon Belseth	Coldwell Banker Residential Brokerage - Acton	(978) 263-3303	Call List Office, Lock Box	Fabulous colonial privately set on over an acre. Large gameroom over the 3 car garage with bath & loft space. Well appointed kitch w/granite counters and huge walk-in pantry, open to cathedral ceiling fam/rm with FP and access to deck. One child's bedroom has separate study nook (9x4) w/skylite. Master has cathedral ceiling & large walk-in closet. All bedrooms have ceiling fans. Central A/C & Vac and hooked up to town sewer. Terrific landscaping and inground pool!	Garrison	1	3	Forced Air, Oil		Choice of five	R.J.Grey Jr.	ABRHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Wall Oven, Dishwasher, Disposal, Countertop Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Deck, Pool - Inground;Insulation:--;Electric:Circuit Breakers;Interior Features:Central Vacuum, Cable Available;Hot Water:Oil;	SF	Dunham Lane	3	3	http://media.mlspin.com/photo.aspx?mls=70221407	
70243067	SLD	629900	635000	8/16/2005	12/9/2005		87	87	28 Joseph Reed Lane	Acton	MA	01720		4	2.5	2472	48	23367	Sharon Belseth	Coldwell Banker Residential Brokerage - Acton	(978) 263-3303	Call List Office, Owner, Lock Box	Spacious, well maintained colonial in Minuteman Ridge! Walk to school complex, enjoy neighborhood pool and walk to shops. Updated baths (whirlpool tub), terrific year round sunroom, mudroom, family room with fireplace & built-ins and hardwood floors throughout. Abundant storage in LL & space off one bedroom and cedar closets (in one bedrm & in attic). Huge EI kitchen! Lower level has playroom and office (adds 600+ sq.ft. of living space). Terrific landscaping, covered deck and attached garage.	Colonial	1	2	Hot Water Baseboard, Oil		Choice of five	Acton/Boxboro	Acton/Boxboro	Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles, Other (See Remarks);Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:Wall Oven, Dishwasher, Countertop Range;Foundation:Poured Concrete;Construction:Frame;Exterior:--;Exterior Features:Covered Patio/Deck, Gutters;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Oil, Electric;	SF	Joseph Reed Lane	28	28	http://media.mlspin.com/photo.aspx?mls=70243067	
70207620	SLD	595000	585000	6/10/2005	12/15/2005		157	145	2 Piper Road	Acton	MA	01720		4	2.5	2988	27	28272	Susan Crasnick	Coldwell Banker Residential Brokerage - Acton	(978) 263-3303	Call ShowingTime at 888-627-2775	Handsome and spacious colonial located in a country road neighborhood within walking distance to commuter rail, South Acton Village, athletic fields, and convenient to Routes 2, 117 and 495. 2x6 construction, free flowing floor plan, cathedral ceiling family room with skylights, spacious gourmet kitchen, possible au pair/teenage suite, oversized dining room, hardwood floors, and finished lower level with an additional 771 sq.ft. --THIS IS ABSOLUTELY THE BEST VALUE IN ACTON!	Colonial, Garrison	1	2	Forced Air, Gas		Choice of five	R.J. Grey Jr.	ABRHS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Indoor Grill;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:--;Insulation:Full, Fiberglass;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Oil, Tank;	SF	Piper Road	2	2	http://media.mlspin.com/photo.aspx?mls=70207620	
