MLSNUM	STATUS	LISTPRICE	SOLDPRICE	LISTDATE	SOLDDATE	EXPIREDDATE	DOM	DTO	ADDRESS	CITY	STATE	ZIP	AREA	BEDS	BATHS	SQFT	AGE	LOTSIZE	AGENTNAME	OFFICENAME	OFFICEPHONE	SHOWINGINSTRUCTIONS	REMARKS	STYLE	LEVEL	GARAGE	HEATING	COOLING	ELEMENTARYSCHOOL	JUNIORHIGHSCHOOL	HIGHSCHOOL	OTHERFEATURES	PROPTYPE	STREETNAME	HOUSENUM1	HOUSENUM2	PHOTOURL	
70167559	SLD	399900	413000	4/4/2005	11/15/2005		15	15	8 Partridge Lane	Burlington	MA	01803		5	2.5	2708	56	20038	Michael Austin	Prudential Suburban REALTORS &reg;	(781) 272-2070	Call List Office	Estate Sale...Opportunity of a lifetime to own this 9 room, 5 bedroom, 2.5 bath expanded cape. The many features include a 1st floor master bedroom suite w/bath, front to back livingroom w/fireplace, gleaming hardwood floors. Overlooks professionally landscaped 1/2 acre with inground pool. Quiet cul-de-sac.	Cape	1	0	Hot Water Baseboard, Oil		Francis Wyman	Marshall Simond	Burlington	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Disposal, Compactor;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Deck;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;	SF	Partridge Lane	8	8	http://media.mlspin.com/photo.aspx?mls=70167559	
70230031	SLD	388000	384000	7/23/2005	11/15/2005		102	102	33 Sedalia Road	Burlington	MA	01803		3	2	1568	54	7405	Sonia Mirkin	EXIT Premier Real Estate	(781) 270-4770	Call ShowingTime at 888-627-2775	Great Starter Home. Three generous size bedrooms, two full bath Cape with a Contemporary Addition on a dead-end street. Open Floor plan, Hard Wood Floors throughout, a porch & a walkout basement. Contemporary Addition with Cathedral ceilings, a ceiling fan & wrap-around windows has lots of day light. Professionally landscaped level back yard. Located within a walking distance to the bus stop 350 and 352 to Boston. Will save a lot of $$$ on gas! Great value in Burlington!	Cape	1	0	Forced Air		Pine Glenn	Marshall Simond	BHS	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl;Appliances:Range, Dishwasher, Disposal, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch, Gutters, Professional Landscaping;Insulation:Full;Electric:110 Volts;Interior Features:--;Hot Water:--;	SF	Sedalia Road	33	33	http://media.mlspin.com/photo.aspx?mls=70230031	
70247769	SLD	469900	465000	8/25/2005	11/15/2005		92	49	84 Locust	Burlington	MA	01803		4	2	2266	45	20038	Michael Austin	Prudential Suburban REALTORS &reg;	(781) 272-2070	Call List Office	Absolutely Mint condition oversized 9 room, 4 bedroom, 2 Bath Split Level in the lovely foxhill school district. The many features include a fully applianced gourmet kitchen addition with Oak cabinets and breakfast island. Newer roof, windows,heating and central air conditioning units, cedar siding,stairs, Walkways and patio. front to back fireplaced familyroom with recessed lighting,recently remodeled office with high speed internet connection and phone service, Prof. landscaped 1/2 acre lot.	Split Entry	1	0	Forced Air, Gas		Fox Hill	Marshall simond	BHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood, Shake;Exterior Features:Deck, Patio, Gutters;Insulation:Full;Electric:Circuit Breakers, 100 Amps;Interior Features:Security System;Hot Water:Natural Gas;	SF	Locust	84	84	http://media.mlspin.com/photo.aspx?mls=70247769	
70267999	SLD	375000	360000	9/27/2005	11/15/2005		24	23	80 Center Street	Burlington	MA	01803		4	2	1550	60	41818	John Hughes	RE/MAX Properties	(978) 663-7800	Call List Office, Lock Box, Sign	Brick Full Shed Cape.  4 Bedrooms, 2 full Baths.  Front to back Living Room, Formal Dining Room, older Kitchen.  Property to be sold in "AS IS" condition.  Needs TLC.  Beautiful 41,818 square foot lot.	Cape	1	0	Steam, Oil, Propane					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range;Foundation:Other (See Remarks);Construction:Frame;Exterior:Brick;Exterior Features:--;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Propane Gas;	SF	Center Street	80	80	http://media.mlspin.com/photo.aspx?mls=70267999	
70252668	SLD	329900	329900	9/6/2005	11/16/2005		27	6	23 Hampden Ave	Burlington	MA	01803		2	1	988	55	10200	Joan Guimond	Coldwell Banker Residential Brokerage - Groton	(978) 448-2311	Call List Office	Great commuter location! Two bedroom ranch has hardwood floors and large rooms.  Glass sliders off of the kitchen and deck overlooks the private, fenced-in back yard. Furnace is new - Wood Fireplace in lower level - Heated Garage - A terrific buy.	Ranch	1	1	Forced Air, Gas					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl, Wall to Wall Carpet;Appliances:Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Deck, Gutters, Fenced Yard;Insulation:Full, Unknown;Electric:100 Amps;Interior Features:Security System, Cable Available;Hot Water:Natural Gas, Tankless;	SF	Hampden Ave	23	23	http://media.mlspin.com/photo.aspx?mls=70252668	
70229263	SLD	538800	533200	7/21/2005	11/21/2005		274	95	7 Van Norden Road	Burlington	MA	01803		4	2.5	1912	16	10019	Michael J. Richards	ListMyHouse.com	(866) 529-9132	Call List Agent, Appointment Required, Call ShowingTime at 888-627-2775	Stunning 1999 C/E Colonial sited on a private, wooded yard. Pride of ownership throughout this elegant 4 br, 2.5 bath home with a large eat-in-kitchen w/slider to deck, cherry cabinets, open & bright fireplaced family room, HW wood floors, gracious living room & dining room, spacious master bedroom with full bath & a large walk-in closet, designer decor throughout, 1st floor laundry, C/A, 2 car garage. Great conv.location & in Pine Glenn school district. An exceptional home!	Colonial	1	2	Forced Air, Oil		Pine Glen	Marshall Simond	Burlington	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Gutters;Insulation:--;Electric:200 Amps;Interior Features:Cable Available;Hot Water:--;	SF	Van Norden Road	7	7	http://media.mlspin.com/photo.aspx?mls=70229263	
70268476	SLD	564900	554900	9/28/2005	11/21/2005		54	27	151 Mill Street	Burlington	MA	01803		4	2.5	2569	44	20909	Joseph DiBona	Vidoli & Assoc., Inc. REALTORS®	(781) 272-1900	Call List Office, Accompanied Showings	Move right in to this Beautiful 48' Expanded Split Entry located on a Corner lot in the desirable Fox Hill area. 10 rms, 4BR,2 1/2BA, CA, HW, CT. Updated Kitchen includes Oak cabinets, island and recessed lighting. French doors from the kitchen lead to 15x21 Family room with skylights and cathedral ceiling. The deck leading from the Family room overlooks the patio and nice level back yard.  Finished lower level features a family room with gas fireplace and walkout leading to oversized carport.	Split Entry	1	1	Forced Air, Gas		Fox Hill	Marshall Simond	Burlington High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame, Brick;Exterior:Clapboard, Shingles;Exterior Features:Deck, Patio, Storage Shed;Insulation:Fiberglass;Electric:100 Amps;Interior Features:Cable Available;Hot Water:Natural Gas;	SF	Mill Street	151	151	http://media.mlspin.com/photo.aspx?mls=70268476	
70268751	SLD	399000	395000	9/28/2005	11/22/2005		24	24	11 Sarah Street	Burlington	MA	01803		3	1	1248	53	20000	Stephen Stratford	Carlson GMAC Real Estate	(781) 861-8100	Call List Office, Lock Box, Key in Office, Sign	Three bedroom Split Entry in sought after Fox Hill neighborhood.  Large, bright living room, formal dining room and three generous bedrooms on main level all with hardwood floors. Screened porch off kitchen overlooks large level wooded lot. Terrific potential with unfinished walk-out lower level. One car oversized garage with direct entry to lower level.	Split Entry	1	1	Hot Water Baseboard, Oil		Fox Hill	Marshall Simond	Burlington	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Porch;Insulation:Unknown;Electric:Fuses;Interior Features:Cable Available;Hot Water:Oil, Tankless;	SF	Sarah Street	11	11	http://media.mlspin.com/photo.aspx?mls=70268751	
70269833	SLD	409900	412000	9/29/2005	11/29/2005		17	7	20 COLLEGE ROAD	Burlington	MA	01803		3	2	1879	58	25641	Joanna Schlansky	EXIT Premier Real Estate	(781) 270-4770	Call List Office, Call ShowingTime at 888-627-2775	This home is located in one Burlington's finest neighborhoods.  This home has been well taken care of and is very well maintained.  Featuring hardwood floors, a full, finished basement that walks out to a level landscaped back yard. This home is priced to sell and won't last long..........	Ranch	1	0	Hot Water Baseboard		Francis Wyman			Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl, Wall to Wall Carpet;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Deck;Insulation:Full;Electric:100 Amps;Interior Features:--;Hot Water:Oil;	SF	COLLEGE ROAD	20	20	http://media.mlspin.com/photo.aspx?mls=70269833	
70207225	SLD	519900	500000	6/10/2005	11/30/2005		166	136	4 Marrett Road	Burlington	MA	01803		3	2.5	2036	45	22651	Leona Makredes	Coldwell Banker Residential Brokerage - Lexington	(781) 862-2600	Call List Office	Fabulous 50 ft. split level! Beautiful 1st floor family room with skylights, cathedral ceiling, walls of windows and leads to deck overlooking lovely yard. Updated kitchen, hardwood floors, master bedroom with bath, living room with fireplace. Lower level family room features fireplace, book shelves, new carpeting. New roof, new furnace! Private 1/2 acre lot in lovely neighborhood.  Theatre, mall and restaurants nearby.	Split Entry	1	1	Hot Water Baseboard, Gas		Francis Wyman	Marshall Simons	Burlington	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Deck, Storage Shed;Insulation:--;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Marrett Road	4	4	http://media.mlspin.com/photo.aspx?mls=70207225	
70216318	SLD	469900	460000	6/27/2005	11/30/2005		78	78	31 Daniel Drive	Burlington	MA	01803		3	1.5	1781	49	20038	David Rossi	Prudential Suburban REALTORS &reg;	(781) 272-2070	Call List Office	Beautifully maintained Split Entry in a great cul-de-sac location. Hardwood Flooring throughout first level, New Carpets, New Hot Water Heater and new Central Air Conditioning. Vinyl siding, roof and storm windows are recent as well. Three Season room off first level with slider and ceiling fan. Garage with new insulated door. Lower level Family room has a fireplace and 1/2 bath with walkout to yard. Gorgeous landscaped level private lot with irrigation system and seperate water meter.	Split Entry	1	1	Electric Baseboard		Francis Wyman	Marshall Simond	Burlington	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl, Wall to Wall Carpet;Appliances:Wall Oven, Dishwasher, Disposal, Countertop Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Gutters;Insulation:Fiberglass;Electric:220 Volts, Circuit Breakers;Interior Features:--;Hot Water:Electric;	SF	Daniel Drive	31	31	http://media.mlspin.com/photo.aspx?mls=70216318	
70254639	SLD	389900	370000	9/7/2005	12/1/2005		73	68	10 Mildred Road	Burlington	MA	01803		3	2	0	57	20473	Ann Mulkerin	Prudential Preferred Realty	(781) 933-7200	Call List Office, Lock Box	Spacious 7 room, 3 bedroom, 2 bath ranch w/Newer Roof & Vinyl Siding. New furnace to be installed. HW floors under the carpet on the entire first floor, except the Master Bedroom. Master Bedroom has a Master Suite & a Walk-In Closet. Open concept Kitchen/Dining Room w/tracklights in the Kitchen. Fireplaced Living Room. Enjoy your privacy off of the back deck. Large basement with washer/dryer hookup & separate storage rooms. Close to shopping, transportation & medical facility. Motivated Seller!	Ranch	1	0	Hot Water Baseboard, Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:Deck;Insulation:--;Electric:Circuit Breakers, 100 Amps;Interior Features:--;Hot Water:--;	SF	Mildred Road	10	10	http://media.mlspin.com/photo.aspx?mls=70254639	
70282430	SLD	339900	315000	10/20/2005	12/1/2005		8	8	4 Beaverbrook Road	Burlington	MA	01803		1	1	1428	56	20038	Carolyn Vernaglia	Carlson GMAC Real Estate	(781) 729-7000	Call List Office, Lock Box, Key in Office, Appointment Required	4 rm Cape, completed dormer on 2nd floor for expansion, fireplaced living room and fireplaced room in unfinished basement. Fox Hill neighborhood, condo alternative or 1st time buyers. Title 5 certificate to be completed. Sq. footage includes unfinished second floor.Being offered "as is". Qualified buyers only.	Cape	1	0	Central Heat, Hot Water Baseboard					Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;	SF	Beaverbrook Road	4	4	http://media.mlspin.com/photo.aspx?mls=70282430	
70221790	SLD	674900	659000	7/8/2005	12/5/2005		133	115	7 Winmere Ave	Burlington	MA	01803		4	2.5	2305	10	15625	Sheila Howard	Coldwell Banker Residential Brokerage - Lexington	(781) 862-2600	Call List Office	Best new construction ready for occupancy.  Stunning hip roof colonial in very convenient location. Gracious dramatic entry with double closets. Hardwood floors throughout.  Boasting state-of-the-art kitchen with upscale maple cabinets, granite counters, pantry, and island. Dining room with crown molding, wainscoating and bay window. Formal living room.  Family room with gas fireplace. Large mastr bedrm with walk-in closet and lge full bath. Sliders from kit to ovrszd deck. 2-car ovrszd garage.	Colonial	1	2	Forced Air, Gas		Memorial	Marshall Simond	Burlington	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Gutters, Professional Landscaping;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Tank;	SF	Winmere Ave	7	7	http://media.mlspin.com/photo.aspx?mls=70221790	
70279491	SLD	409900	402000	10/17/2005	12/8/2005		129	33	49 Upland Road	Burlington	MA	01803		4	2	2200	36	21780	Michael Austin	Prudential Suburban REALTORS &reg;	(781) 272-2070	Call List Office, Lock Box	Completely Repainted interior, well maintained 9 room, 4 bedroom,2 bath Split-level. The many features include a formal living room and dining room that are open to the kitchen. Three spacious bedrooms on the main floor with an extra in the lower level. The family room is front to back with a brick fireplace, It also steps out to a flat landscaped 1/2 acre lot with inground pool. In the heart of the Foxhill school district. ( The pool needs a new liner. )	Split Entry	1	0	Forced Air, Oil		Foxhill	Marshall simond	BHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl, Wall to Wall Carpet;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Patio, Pool - Inground;Insulation:Fiberglass;Electric:--;Interior Features:--;Hot Water:--;	SF	Upland Road	49	49	http://media.mlspin.com/photo.aspx?mls=70279491	
70263489	SLD	477000	458000	9/20/2005	12/9/2005		119	57	18 Princeton Rd	Burlington	MA	01803		3	2	1700	54	26136	Ted Naddaff	Prudential Suburban REALTORS &reg;	(781) 272-2070	Call List Office, Lock Box	EVERYTHING IS NEW! This spectacular 3 bedroom Split Entry boasts a new kitchen w/ spice maple cabinets, granite counter tops, stainless appliances, breakfast pennisula, and large pantry. 2 new ceramic tile baths. New Trane gas heating system and C/A. Gleaming HW floors. Large livingroom w/ fireplace, custom mantel, recessed lighting, and bay window. Familyroom w/ berber carpet and recessed lighting. Garage. Deck overlooking a fabulous level 26,000 sf lot. OPEN HOUSE SUNDAY 11/6 12:00-2:00	Split Entry	1	1	Forced Air, Gas		Francis Wyman	Marshal Simons	Burlington High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood, Shake;Exterior Features:Deck, Gutters, Professional Landscaping;Insulation:Full;Electric:Circuit Breakers, 100 Amps;Interior Features:--;Hot Water:Natural Gas;	SF	Princeton Rd	18	18	http://media.mlspin.com/photo.aspx?mls=70263489	
