,PROPTYPE,DTO,DOM,AGE,COOLING,lng,AREA,SQFT,LISTDATE,BEDS,BATHS,REMARKS,OTHERFEATURES,SHOWINGINSTRUCTIONS,OFFICEPHONE,STATUS,STYLE,ZIP,LEVEL,HEATING,JUNIORHIGHSCHOOL,SOLDPRICE,STATE,AGENTNAME,lat,HIGHSCHOOL,CITY,EXPIREDDATE,STREETNAME,PHOTOURL,HOUSENUM1,OFFICENAME,SOLDDATE,GARAGE,LOTSIZE,ELEMENTARYSCHOOL,ADDRESS,MLSNUM,LISTPRICE,HOUSENUM2
,SF,227,227,24,,-71.429761,,1536,5/24/2006,3,1.5,"Enjoy sunsets over Barkers Pond! Sweet cul de sac near Concord line , private lot, open floor plan, windows galore, gleaming HW floors, eat in kitchen, formal DR, LR, 1st floor office, full basement w high ceilings awaits expansion. House has wonderful light, generous room sizes, good closets, pretty lot, park-like setting. Chat with neighbors while watching the children play. Walk to farm stand for fresh produce.  Ideal, pristine home in top Acton neighborhood.","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Deck, Patio, Storage Shed;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Electric;","Call List Agent, Lock Box, Go Direct",(978) 369-1000,SLD,Gambrel /Dutch,01720,1,Hot Water Baseboard,RJ Grey,426000,MA,Christine Upton,42.461688,ABHS,Acton,,Ayer Road,http://media.mlspin.com/photo.aspx?mls=70393898,6,Coldwell Banker Residential Brokerage - Concord,2/23/2007,0,28795,Choice,6 Ayer Road,70393898,429000,6
,SF,2,7,19,,-71.421,,3028,5/13/2013,4,3.5,"Zen like feel w/a modern design renovation throughout....from new windows, heating & cooling systems, sleek new kitchen w/stainless appliances & sumptuous baths, hardwood floors and on to the finished basement, this meticulously cared for home will WOW you! No detail has been overlooked...All of this in a cul-de- sac neighborhood with playing fields located near W. Concord Village in a convenient commuting location to Cambridge & Boston. Don't miss this one! Showings After BOH Tuesday 5/14","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Wall Oven, Dishwasher, Microwave, Countertop Range, Refrigerator, Freezer, Washer, Dryer, Vent Hood;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Deck, Sprinkler System, Screens;Insulation:Fiberglass;Electric:Circuit Breakers, 200 Amps;Interior Features:Security System, Cable Available;Hot Water:Natural Gas, Tank;","Call List Agent, Accompanied Showings, Appointment Required, Sign",(617) 375-6900,SLD,Colonial,01720,1,"Hot Water Baseboard, Gas",RJ Grey,731000,MA,Mendosa - Balboni Team,42.4619,ABRHS,Acton,,Lexington Drive,http://media.mlspin.com/photo.aspx?mls=71524403,10,Gibson Sotheby's International Realty,7/1/2013,2,13687,Choice of 5,10 Lexington Drive,71524403,728000,10
,SF,44,57,46,,-71.4599,,2332,10/17/2013,4,2.5,"Attractively sited on a fabulous level lot with almost 2 acres of land sits this wonderful 9 room, 2 car attached garage Colonial home. The best of both worlds - privacy [abutting conservation land] yet close to schools, shopping and major routes for commuting.  Wonderful easy flowing floor plan whether entertaining those special guests or relaxing at home. Nicely appointed throughout with hardwood floors, living room with custom built-in cabinetry, spacious dining room, country kitchen with raised panel light oak cabinetry, center island and eating area, family room with fireplace and fabulous triple window overlooking beautifully landscaped back yard, master bedroom with bath and 2nd floor bonus room.  New boiler and hot water tank are being installed.  Definitely a wonderful home to be enjoyed!","Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Patio, Gutters, Storage Shed;Insulation:--;Electric:Circuit Breakers;Interior Features:Security System, Cable Available;Hot Water:Natural Gas, Tank;","Lock Box, Sign, Call ShowingTime at 888-627-2775",(978) 263-3303,SLD,Colonial,01720,1,"Hot Water Baseboard, Gas",R.J. Grey Jr.,509482,MA,Elizabeth Bonadio,42.4925,Act/Boxb. High,Acton,,Arlington Street,http://media.mlspin.com/photo.aspx?mls=71598143,51,Coldwell Banker Residential Brokerage - Acton,1/24/2014,2,82764,Choice of 5,51 Arlington Street,71598143,525000,51
,SF,303,633,1,,-71.4164,North Acton ,2702,6/1/2013,3,2.5,"Similar to be built. A finely detailed front entrance and inviting porch are prominent features of this colonial style home.  Its attached two car garage is set back from the front facade allowing the home to present itself more prominently to the street. The main level has an open floor plan, hardwood floors, gas fireplace, custom crown moldings and many other fine details. Stainless appliances, granite counter tops, a pantry and a large center island complete the kitchen. The home has three bedrooms, 2 and 1/2 baths, and over 2,700 SF of living space.  In addition, the basement can easily be finished, there is an option for a finished staircase to a large unfinished third floor, and there is also an option to finish a large bonus room above the garage.  The construction reflects the efforts of true craftsmen working with materials and building systems of very high quality.  Interior spaces can be customized during pre-construction.  Community playground.","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave, Dishwasher - ENERGY STAR;Foundation:Poured Concrete;Construction:Frame, Conventional (2x4-2x6);Exterior:Vinyl;Exterior Features:Porch, Deck, Gutters, Professional Landscaping, Sprinkler System, Screens, Stone Wall;Insulation:Full, Fiberglass - Batts, Fiberglass - Loose;Electric:110 Volts, Circuit Breakers, 200 Amps;Interior Features:Cable Available, Finish - Cement Plaster;Hot Water:Natural Gas;","Call List Agent, Accompanied Showings, Appointment Required",(978) 263-1166,SLD,Colonial,01720,1,"Central Heat, Forced Air, Gas",,723231,MA,Victor  Normand,42.4951,Acton-Boxboro,Acton,,Gabriel Lane,http://media.mlspin.com/photo.aspx?mls=71794759,29,"Acton Real Estate Co., LLC",6/25/2015,2,5914,Choice of five,29 Gabriel Lane,71794759,589000,29
,SF,14,28,53,,-71.4311,,2300,4/25/2011,4,3,"This multi level home in the popular Robbins Park nbhd. will impress you with its open floor plan and generous sized rooms! Three fireplaces, central air and updated baths will wow you. Finished lower level w/frplce offers addt'l space ! Wrap around deck offers the ultimate in outdoor entertaining extended by a flat back yard! Huge kitchen with island and large dining area.New flooring in basement,mudroom and bath.Pride of ownership shows throughout this lovely home! Pool memebership available!","Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Deck, Gutters;Insulation:Full;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Electric;","Lock Box, Appointment Required, Sign, Call ShowingTime at 888-627-2775, Pets on Premises",(978) 369-5775,SLD,Multi-Level,01720,1,"Hot Water Baseboard, Oil","7-8,RJGrey",500000,MA,Ann Erickson Shaw,42.4766,ABRHS 9-12,Acton,,Whittier Dr,http://media.mlspin.com/photo.aspx?mls=71221322,18,Keller Williams Realty Boston Northwest,6/30/2011,2,20850,k-6 Choice of 5,18 Whittier Dr,71221322,525000,18
,SF,55,56,70,,-71.466886634097,,1472,3/15/2006,4,1.5,"Charming 4 bedroom center entrance colonial on cul-de-sac in popular Indian Village neighborhood. Peaceful meadow views from living room and back deck give this home an idyllic setting. A terrific well maintained family home with updates throughout the years, this home features hardwood floors throughout, fireplaced living room, and lower level playroom which opens out to backyard.","Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range, Dishwasher, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Deck, Screens;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Tank;",Call ShowingTime at 888-627-2775,(978) 263-3303,SLD,Colonial,01720,1,"Forced Air, Oil",R.J. Grey Jr.,425000,MA,Leslie Hogan,42.4945608932122,Acton/Boxb.,Acton,,Cherokee Road,http://media.mlspin.com/photo.aspx?mls=70347449,18,Coldwell Banker Residential Brokerage - Acton,7/20/2006,1,20200,Choice of 5,18 Cherokee Road,70347449,450000,18
,SF,14,124,20,,-71.4007474208623,,4000,2/12/2007,4,4,"Fabulous offering in sought after Acton location! Nestled on almost 2.5 acres of privacy, this exceptional replica of an ""English Cottage Off The 6th Hole"", designed by Architect Lyman Goff captures his elegant charm of this Custom Grande Cape w/ over 4000 finished  sq ft, many expansion possibilities w/ additional unfinshed spaces.  Casual yet sophisticated open floor plan w/ intimate family spaces also ideal for entertaining! Granite kit, 3 FP, 4 full BA, Master suite, HW floors throughout.","Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Wall Oven, Dishwasher, Microwave, Countertop Range, Water Treatment;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Deck, Professional Landscaping, Sprinkler System, Screens;Insulation:Fiberglass;Electric:200 Amps;Interior Features:Cable Available, Walk-up Attic;Hot Water:Natural Gas;","Call List Agent, Lock Box, Appointment Required, Sign",(978) 369-3999,SLD,Cape,01720,1,"Central Heat, Forced Air, Extra Flue",R.J. Grey,975000,MA,Marianne Blackstone Tabner,42.4911351222859,ABRHS,Acton,,Pope Road,http://media.mlspin.com/photo.aspx?mls=70525019,138,Carlson GMAC Real Estate,7/30/2007,2,104980,Choice of 5,138 Pope Road,70525019,979900,138
,SF,33,49,40,,-71.4439349128313,,3004,3/5/2008,4,3,"Acton Center neighborhood. Cul-de-sac location. Lovely wooded lot w/exceptional landscaping, featuring classic shrubbery, beautiful perennial gardens & original Farmer's stonewalls. Thoughtfully cared for & tastefully updated. Great flowing flr plan. Wonderfully appointed: hdwd flrs; walk-out bays creating walls of windows; kitchen w/Cherry cabinetry, stainless steel appliances, Corian countertops; 3 season porch; 2nd flr study; master suite w/bath; fabulous spa/garden rm & much more . . .","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood, Brick;Exterior Features:Deck, Gutters, Professional Landscaping, Sprinkler System, Decorative Lighting, Screens;Insulation:--;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;","Lock Box, Sign, Call ShowingTime at 888-627-2775",(978) 263-3303,SLD,Colonial,01720,1,"Hot Water Baseboard, Gas",R.J. Grey Jr.,720000,MA,Elizabeth Bonadio,42.4986518,ABRHS,Acton,,Willis Holden Drive,http://media.mlspin.com/photo.aspx?mls=70721629,3,Coldwell Banker Residential Brokerage - Acton,6/17/2008,2,40210,Choice of 5,3 Willis Holden Drive,70721629,724800,3
,SF,31,68,165,,-71.4271,,786,5/3/2012,1,1,"Sweet bungalow cottage lets you enjoy a private oasis with fenced yard, garage and charming living space - a super alternative to condo living! Flexible floor plan incorporates warm wood tones, large dining room, adjoining screen porch, living room, & eat in kitchen plus bedroom & walk in dressing room. Currently in use as a 1 BR home. Stroll to Acton Arboretum & library from this pretty corner lot with private woodland buffer & fenced yard. New roof 2012; insulated windows; charm beyond measure","Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Dishwasher, Refrigerator;Foundation:Poured Concrete, Fieldstone;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch - Enclosed, Patio, Fenced Yard;Insulation:Fiberglass;Electric:Circuit Breakers;Interior Features:--;Hot Water:Tankless;",Call ShowingTime at 888-627-2775,(978) 369-1000,SLD,"Cottage, Bungalow",01720,1,"Hot Water Baseboard, Oil",,219500,MA,Lauren Tetreault,42.4726,,Acton,,Hosmer St,http://media.mlspin.com/photo.aspx?mls=71376994,55,Coldwell Banker Residential Brokerage - Concord,8/23/2012,1,10890,Choice of 5,55 Hosmer St,71376994,225000,55
,SF,155,155,2,,-71.4224,,2504,4/19/2013,2,2.5,"New at Quail Ridge, Acton's Premier Active Adult Community!  Exciting new homes, 1st flr master suites, granite kitchens, 2 car att garages, spacious open living areas, rich detailing and expanses of glass!  Gorgeous golf course views and maintenance free living at its finest!  The Laurel, one of our detached plans, offers elegant 1 flr living w 2 story great rm, + 2nd flr loft & guest room with full bath. Come experience this tremendous value! Designer Models Open Tues - Sun 10 - 5","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Composite, Gutters, Professional Landscaping, Screens;Insulation:Full, Mixed;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tankless;","Go Direct, Accompanied Showings, Other (See Special Showing Instructions)",(508) 870-9999,SLD,Other (See Remarks),01720,1,"Forced Air, Gas",,644830,MA,Elizabeth Pacini,42.5041,,Acton,,Skyline Drive,http://media.mlspin.com/photo.aspx?mls=71511577,60,Pulte Homes of New England,4/24/2014,2,0,,60 Skyline Drive,71511577,553140,60
