,PROPTYPE,DTO,DOM,AGE,COOLING,lng,AREA,SQFT,LISTDATE,BEDS,BATHS,REMARKS,OTHERFEATURES,SHOWINGINSTRUCTIONS,OFFICEPHONE,STATUS,STYLE,ZIP,LEVEL,HEATING,JUNIORHIGHSCHOOL,SOLDPRICE,STATE,AGENTNAME,lat,HIGHSCHOOL,CITY,EXPIREDDATE,STREETNAME,PHOTOURL,HOUSENUM1,OFFICENAME,SOLDDATE,GARAGE,LOTSIZE,ELEMENTARYSCHOOL,ADDRESS,MLSNUM,LISTPRICE,HOUSENUM2
,SF,4,4,84,,-71.1761,,1285,7/18/2013,3,1,"Picture perfect home in Arlington Heights!  Meticulous traditional Colonial offering 6 spacious rooms consisting of lovely living room with fireplace, formal size dining room with built in hutch, a large eat -in kitchen & 3 fabulous bedrooms. Beautifully maintained, the owners have added crown moldings in the LR, DR, foyer and hall. Recently renovated deck & other improvements have been done over the years. Close to public transportation, Pierce School, and McClellan Park.","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Hardwood;Appliances:Range, Dishwasher, Disposal, Refrigerator;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Gutters, Screens;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;","Call List Office, Lock Box, Key in Office, Appointment Required, Sign",(781) 648-3500,SLD,Colonial,02474,1,"Steam, Gas",Ottoson,537000,MA,Stephen McKenna,42.4307,AHS,Arlington,,Huntington Rd,http://media.mlspin.com/photo.aspx?mls=71557147,11,Bowes Real Estate Real Living,8/28/2013,1,3092,Peirce,11 Huntington Rd,71557147,459000,11
,SF,7,20,59,,-71.1909,,1484,9/17/2014,3,2,"Light and airy Cape with a full shed dormer in the desirable Dallin School area lovingly maintained by the original owner over the past 58 years. Updates included a modern eat in kitchen with granite counter and sun room addition overlooking the private rear yard. The exterior was just painted, new roof, 200 amp electric and young gas heating/hot water. Gleaming oak floors throughout the home and newer windows. The landscaping is professionally cared for and has a sprinkler system, fenced rear yard and patio area ideal for BBQ's.","Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Marble;Appliances:Range, Dishwasher, Refrigerator, Dryer, Water Treatment;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Patio, Storage Shed, Sprinkler System;Insulation:Fiberglass;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas;","Call List Agent, Accompanied Showings",(617) 923-7778,SLD,Cape,02476,1,"Hot Water Baseboard, Hot Water Radiators, Gas",Ottoson,576000,MA,Stephen O Loughlin,42.421,AHS,Arlington,,Nicod Street,http://media.mlspin.com/photo.aspx?mls=71745541,34,Realty Executives,11/14/2014,0,6923,Dallin,34 Nicod Street,71745541,559900,34
,SF,98,98,78,,-71.1808679942109,,1816,7/6/2006,3,1.5,"Prime Arlington Location - one block from Brackett School, Robbins Farm, Park Circle and Skyline Park.  Eight room brick front colonial with 3 - 4 bedrooms. Pride of ownership shows, beautiful woodwork, crown moldings, full dining room, plus family room.  Peaceful and private sundeck and backyard with patio. One car garage under.","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Concrete Block;Construction:Frame;Exterior:Vinyl, Brick;Exterior Features:Deck, Patio, Storage Shed;Insulation:Unknown;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available, Walk-up Attic;Hot Water:Oil;","Call List Office, Lock Box, Key in Office, Appointment Required, Sign, Other (See Special Showing Instructions)",(781) 648-3500,SLD,Colonial,02476,1,"Steam, Oil",Ottoson,493000,MA,Brian Greeley,42.4124463489317,Arlington High,Arlington,,Chester St,http://media.mlspin.com/photo.aspx?mls=70418464,27,Bowes Pennell & Thompson GMAC,1/3/2007,1,5000,Brackett,27 Chester St,70418464,524900,27
,SF,42,124,78,,-71.1809811788579,,2000,8/4/2006,3,2.5,"You'll love to come home to this splendidly rehabbed English style Colonial home on one of Arlington's prettiest tree lined streets. The granite/stainless kitchen opens to bay window dining room, FP LR with custom built-ins, 1st floor family room, master bedroom/bath, lower level FP game room, large trees, a cool hillside breeze and central air is all you need for those hot summer days. Short walk to Brackett School, Skyline Playground and bus to Alewife.","Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range, Dishwasher, Disposal, Refrigerator;Foundation:Concrete Block;Construction:Frame;Exterior:Shingles, Stone;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;","Lock Box, Sign, Call ShowingTime at 888-627-2775",(781) 643-0430,SLD,Colonial,02476,1,"Steam, Gas",,630000,MA,Friel Team,42.4123691485805,,Arlington,,CHESTER ST,http://media.mlspin.com/photo.aspx?mls=70434849,23,RE/MAX Leading Edge,10/26/2006,1,4778,Brackett,23 CHESTER ST,70434849,649000,23
,SF,95,350,9,,-71.16456317944636,,2180,5/1/2006,4,2.5,"Ready for Summer occupancy! Stylish Colonial nestled at the end of a cul-de-sac in Arlington's newest neighborhood. Flexible first floor plan with a well designed kitchen providing a 12x14 informal dining area open to the familyroom. The second floor has four nice size bedrooms with ample closet space. Located within walking distance of Stratton School, the Bike Path, shopping and transportation.","Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Patio;Insulation:Full, Fiberglass;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;",Call ShowingTime at 888-627-2775,(781) 643-7478,SLD,Colonial,02474,1,"Forced Air, Gas",Ottoson,699000,MA,William Copithorne,42.42669509060704,AHS/ACHS,Arlington,,Knowles Farm Circle,http://media.mlspin.com/photo.aspx?mls=70377507,12,Sweeney & OConnell,8/25/2006,1,6010,Stratton,12 Knowles Farm Circle,70377507,699900,12
,SF,5,5,87,,-71.1876,Arlington Heights ,1328,1/28/2010,2,1.5,"Attention first time home buyers! Move right into this lovely Dutch Colonial close to Dallin School and Playground! Bright and cheery, this charming home offers a numerous updates such as newer roof and exterior siding, newer windows,updated electrical and lots more. The house has a spacious, enclosed front porch and a terrific lower level play/family room which provides wonderful play space. Enjoy the fabulous rear yard with a patio and shed. This house is absolutely adorable .","Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Disposal;Foundation:Fieldstone;Construction:Frame;Exterior:Clapboard, Other (See Remarks);Exterior Features:Porch - Enclosed, Patio, Gutters;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Tankless;","Call List Office, Lock Box, Appointment Required, Sign",(781) 648-3500,SLD,Gambrel /Dutch,02476,1,"Steam, Oil, Electric",Ottoson,414000,MA,Stephen McKenna,42.4172,Arlington,Arlington,,Florence Ave,http://media.mlspin.com/photo.aspx?mls=71024676,186,Bowes Pennell & Thompson GMAC,4/20/2010,0,6458,Dallin,186 Florence Ave,71024676,409000,186
,SF,5,5,64,,-71.1969,Arlington Heights ,1976,1/28/2010,3,2,"Meticulously maintained Colonial offering numerous updates and renovations. This Center Entrance Colonial is extremely spacious and offers an abundance of sunshine. Located in the Dallin neighborhood this house was beautifully renovated in 2003 with a newer second floor addition offering 3 spacious bedrooms, a huge bathroom with separate shower a soaking tub and double vanities.  The kitchen was renovated in 2008 with granite counters and SS appliances. Enjoy the private, fenced in yard!","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Patio, Gutters;Insulation:Partial, Fiberglass - Batts;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;","Call List Office, Lock Box, Appointment Required, Sign",(781) 648-3500,SLD,Colonial,02476,1,"Hot Water Baseboard, Hot Water Radiators, Gas",Ottoson,597000,MA,Stephen McKenna,42.4192,Arlington,Arlington,,Appleton St,http://media.mlspin.com/photo.aspx?mls=71024677,443,Bowes Pennell & Thompson GMAC,4/1/2010,2,4678,Dallin,443 Appleton St,71024677,579000,443
,SF,13,13,125,,-71.1584,,2762,1/28/2010,4,2,"Prime Jason Street location! A truly magnificent 1890 Victorian situated on a very spacious and private yard with wonderful plantings and shrubbery. Typical of most Victorians, this home offers a gracious foyer with a spectacular staircase, spacious rooms, period detail, high ceilings and the grandeur of yesteryear. This home offers 12+ spacious rooms with 4 bedrooms, home office & fabulous greenhouse. Walk to Arlington Center, the Minuteman Bike Path and Menotomy Rocks Park from this rare gem!","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher;Foundation:Fieldstone;Construction:Frame;Exterior:Wood;Exterior Features:Deck, Gutters, Greenhouse, Deck - Wood;Insulation:Unknown;Electric:Fuses;Interior Features:Cable Available, Walk-up Attic;Hot Water:Natural Gas, Tank, Separate Booster;","Call List Office, Lock Box, Appointment Required, Sign",(781) 648-3500,SLD,Victorian,02476,1,"Hot Water Radiators, Steam, Gas",Ottoson,862500,MA,Stephen McKenna,42.4151,Arlington,Arlington,,Jason St,http://media.mlspin.com/photo.aspx?mls=71024678,20,Bowes Pennell & Thompson GMAC,5/24/2010,2,16522,Bishop,20 Jason St,71024678,899000,20
,SF,42,372,10,,-71.16492332465089,,2200,5/1/2006,3,2.5,"Arlington's newest neighborhood ""Knowles Farm Circle""!  Offering a variety of designs well suited for today's lifestyle. Features of these homes include maple cabinet kitchens with granite counters and SS appliances, 1st floor familyrooms with gas fireplaces, central air conditioning, garage parking, decks and all you would expect to find in today's NEW HOMES.","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck;Insulation:Full, Fiberglass;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;",Call ShowingTime at 888-627-2775,(781) 643-7478,SLD,Colonial,02474,1,"Forced Air, Gas",Ottoson,770000,MA,William Copithorne,42.42643517934113,AHS/ACHS,Arlington,,Knowles Farm Circle,http://media.mlspin.com/photo.aspx?mls=70377513,6,Sweeney & OConnell,7/7/2006,1,6022,Stratton,6 Knowles Farm Circle,70377513,789900,6
,SF,82,96,64,,-71.1584,,1602,3/3/2010,3,2,"Enjoy the tranquility of this beautiful 3 bedroom plus, 2 full bath Cape on a peaceful side street in the desirable Morningside neighborhood. The open and bright layout features a spacious connected dining room and eat-in kitchen with new appliances.       Huge back deck great for entertaining; landscaped fenced-in yard with brick patio. Pristine hardwood floors throughout, a wood-burning fireplace in the living room and a versatile family room that could also be used as a 4th bedroom or office.","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Hardwood;Appliances:Dishwasher, Disposal, Microwave, Countertop Range, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood, Brick;Exterior Features:Deck, Gutters, Storage Shed, Fenced Yard;Insulation:Fiberglass;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Oil;","Call List Agent, Lock Box, Appointment Required, Sign",(413) 426-9529,SLD,Cape,02474,1,"Steam, Oil",Ottoson,492500,MA,Derek Fergus,42.4257,Arlington,Arlington,,Pamela Dr,http://media.mlspin.com/photo.aspx?mls=71041067,9,Century 21 Hometown Associates,8/19/2010,0,7150,Bishop,9 Pamela Dr,71041067,499000,9
,SF,287,294,115,,-71.1727,,1400,5/13/2009,3,1.5,"Flexible floor plan offering 2 beds up,one bed down. Sun drenched eat-in 2006 white cabinet cook's kitchen with adjoining TV room overlooks deck and private yard.  2007 HB Smith FHW boiler; 2009 roof. Many new windows.""Trex"" deck. 200 amp CB.  Whole house fan. Portion of street is private.See floor plans for room dimensions. Gas available on street.  Negotiator has been assigned and BPO in process.","Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal;Foundation:Concrete Block;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck, Gutters, Decorative Lighting;Insulation:Partial, Unknown;Electric:200 Amps;Interior Features:Cable Available, Whole House Fan;Hot Water:Tankless;",Call ShowingTime at 888-627-2775,(781) 643-0430,SLD,"Cape, Bungalow",02474,1,"Hot Water Baseboard, Oil",,445000,MA,Tony Nenopoulos,42.4305,,Arlington,,Carl Rd,http://media.mlspin.com/photo.aspx?mls=70918188,32,RE/MAX Leading Edge,4/20/2010,1,10249,Stratton,32 Carl Rd,70918188,460000,32
,SF,3,3,63,,-71.1908,,1600,8/3/2012,3,1.5,"Absolutely delightful ranch set on a corner lot located in Little Scotland close to Mass Ave near all the fabulous shops & restaurants.  This home was just updated with numerous renovations including; new roof, exterior paint, landscaping, beautifully finished lower level with FP, gleaming hdwd floors, all new interior paint, & much more. Featuring 3 good size bedrooms, 1.5 baths, FP in the living room, large, eat-in kitchen & garage parking. Move right in & it’s a wonderful place to call home!","Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Hardwood;Appliances:Wall Oven, Dishwasher, Countertop Range, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood, Stucco;Exterior Features:Porch - Enclosed;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:Security System, Cable Available;Hot Water:Oil, Tankless;","Call List Office, Lock Box, Key in Office, Appointment Required, Sign",(781) 648-3500,SLD,Ranch,02476,1,"Hot Water Baseboard, Oil",Ottoson,443000,MA,Stephen McKenna,42.4231,Arlington,Arlington,,Selkirk Rd,http://media.mlspin.com/photo.aspx?mls=71417901,10,Bowes Real Estate Real Living,9/27/2012,1,7797,Dallin,10 Selkirk Rd,71417901,429000,10
