,PROPTYPE,DTO,DOM,AGE,COOLING,lng,AREA,SQFT,LISTDATE,BEDS,BATHS,REMARKS,OTHERFEATURES,SHOWINGINSTRUCTIONS,OFFICEPHONE,STATUS,STYLE,ZIP,LEVEL,HEATING,JUNIORHIGHSCHOOL,SOLDPRICE,STATE,AGENTNAME,lat,HIGHSCHOOL,CITY,EXPIREDDATE,STREETNAME,PHOTOURL,HOUSENUM1,OFFICENAME,SOLDDATE,GARAGE,LOTSIZE,ELEMENTARYSCHOOL,ADDRESS,MLSNUM,LISTPRICE,HOUSENUM2
,SF,15,24,16,,-71.4241,,2508,3/8/2011,4,2.5,"Amazing panoramic views from this hip roof colonial on large, landscaped corner lot in desirable Greystone Estates.  Hardwood floors throughout the 1st floor, eat-in-kitchen with granite countertops opens into spacious family room with marble fireplace & cathedral ceiling.  Many extras, including 8' ceilings throughout, sliding pocket door between office and kitchen, tiled bathrooms and large, living-level insulated garage. Sunroom overlooks private, fenced backyard.","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Professional Landscaping, Sprinkler System, Fenced Yard;Insulation:Full;Electric:Circuit Breakers;Interior Features:Security System;Hot Water:Natural Gas;",Call ShowingTime at 888-627-2775,(978) 692-3280,SLD,Colonial,01886,1,Forced Air,Stony Brook,620000,MA,Frances Markel,42.6491,Academy,Westford,,Chandler Road,http://media.mlspin.com/photo.aspx?mls=71196710,14,Keller Williams Realty-Merrimack,5/20/2011,2,31234,Miller/Day,14 Chandler Road,71196710,639000,14
,SF,44,44,46,,-71.4222863696697,,2480,6/29/2007,4,2.5,"Lovely Cul de sac.  Great for children.  Excellent schools close to Rts. 2,3 and 495. Flexible on closing.","Basement:Yes;Fireplaces:1;Roof:--;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:--;Exterior:Clapboard, Wood;Exterior Features:Porch - Enclosed, Sprinkler System;Insulation:--;Electric:200 Amps;Interior Features:Central Vacuum;Hot Water:Natural Gas;","Owner, Appointment Required",(978) 821-9667,SLD,Gambrel /Dutch,01886,,"Forced Air, Gas",,480000,MA,Andrew Sansone,42.5911312216563,,Westford,,Anderson Ln,http://media.mlspin.com/photo.aspx?mls=70606887,3,Savemore Realty,8/24/2007,2,63598,,3 Anderson Ln,70606887,507000,3
,SF,97,606,40,,-71.4283,,2316,11/20/2012,3,2,"Back on market with amazing New Kitchen and  Baths!  Expanded Cape on 3  pretty acres. New Septic! New furnace. New Carpeting. New interior paint! All this with level rear yard. Finished.ll offers teen rec. room, FP & den. Large kitchen adjoins expansive DR that can accommodate the entire extended family! FR addition has a wall of windows, partial cathedral & skylight all overlooking a huge level back yard w/ variety of mature trees. Enjoy summer on your screened porch. Full bath on 1st&2nd flrs","Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Poured Concrete, Irregular;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch, Deck - Wood, Covered Patio/Deck, Storage Shed, Screens;Insulation:Full;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Propane Gas, Tank;","Lock Box, Appointment Required, Sign, Call ShowingTime at 888-627-2775",(978) 692-9292,SLD,Cape,01886,1,"Central Heat, Hot Water Baseboard, Oil, Propane",Westford,435000,MA,St. Martin Team,42.5897,Wfrd Academy,Westford,,Providence Road,http://media.mlspin.com/photo.aspx?mls=71458856,29,RE/MAX Prestige,5/9/2013,2,126760,Westford,29 Providence Road,71458856,439900,29
,SF,5,16,22,,-71.4676,,2478,3/18/2015,3,2.5,"Welcome home to Hitchin’ Post Greens, one of Westford’s most sought-after neighborhoods! You’ll fall in love with this airy, impeccably maintained and updated Colonial set on a large, sunny professionally landscaped lot featuring three seasons of vibrant and fragrant blooming perennials. Entertain guests in the open-concept, light-filled granite kitchen, which opens to a spacious family room with cathedral ceiling and fireplace, all with shining hardwood floors. Andersen slider off kitchen leads to a large deck overlooking backyard.  Master suite boasts a beautifully renovated bath with limestone tile shower with frameless glass doors and expresso vanity with quartz countertop.  Gorgeous finished basement features daylight windows, separate office, and unlimited possibilities. All baths updated, Anderson windows, Goodman high-efficiency furnace (2013), roof (2009), and exterior vinyl siding (2009) are just some of the many improvements ready for you to enjoy.","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Wood, Gutters, Sprinkler System;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;",Call ShowingTime at 888-627-2775,(978) 692-3280,SLD,Colonial,01886,1,"Forced Air, Gas",Blanchard,631000,MA,Markel Realty Group,42.5556,Academy,Westford,,Greenbrier Drive,http://media.mlspin.com/photo.aspx?mls=71802926,2,Keller Williams Realty-Merrimack,6/18/2015,2,29234,Rob/Crisafulli,2 Greenbrier Drive,71802926,600000,2
,SF,204,240,46,,-71.4227738720684,,1576,7/20/2006,3,2,"Move right in to this meticulous and updated L shaped ranch This home features a large master bedroom suite w/full bath and ceramic tile floor First floor family room w/built in bar and sliders to a pretty screened porch, 8x12 deck & fenced in yard. Beautiful maple kitchen with ceramic tile floor and new dishwasher Newer furnace & roof.AON Home Warranty included for buyers.","Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Porch - Enclosed, Storage Shed, Fenced Yard;Insulation:Full;Electric:110 Volts, Circuit Breakers;Interior Features:Cable Available;Hot Water:Oil;","Call List Office, Lock Box",(978) 256-2560,SLD,Ranch,01886,1,"Hot Water Baseboard, Oil",,333000,MA,Patricia Dearborn,42.6149729825661,,Westford,,Birch Rd.,http://media.mlspin.com/photo.aspx?mls=70426683,38,Coldwell Banker Residential Brokerage - Chelmsford,3/20/2007,0,11326,,38 Birch Rd.,70426683,339900,38
,SF,8,14,68,,-71.421158095179,,1036,7/20/2006,3,1,"Builders and Investors are welcome. Located in a neighborhood. Property is a ""tear down"" or ""total rehab"" Great potiential to own in Westford. Call listing agent for additional information. All offers to be reviewed on July 26th.",Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Concrete Block;Construction:--;Exterior:--;Exterior Features:--;Insulation:Unknown;Electric:--;Interior Features:--;Hot Water:--;,--,(978) 692-2121,SLD,Cape,01886,,Oil,,149900,MA,Maureen Bellefeuille,42.6213535352286,,Westford,,Gassett Road,http://media.mlspin.com/photo.aspx?mls=70426685,20,Coldwell Banker Residential Brokerage - Westford,8/15/2006,1,10062.36,,20 Gassett Road,70426685,199900,20
,SF,368,369,75,,-71.4195419,,1347,8/31/2007,3,2,"This property has been sub-divided into 3 buildable lots just a short walk to Butter Brook Golf Club located in one of Westford's most desirable sections of town.  The charming Cape is in need of some TLC and is being sold ""AS IS"".  It is convenient to all major routes and just 1/4 of a mile from the Carlisle Line.  Don't miss this great opportunity.","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range;Foundation:Fieldstone;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Pool - Inground, Gutters;Insulation:--;Electric:100 Amps;Interior Features:Cable Available;Hot Water:Oil;",Call ShowingTime at 888-627-2775,(978) 692-9292,SLD,Cape,01886,1,"Hot Water Baseboard, Oil",Blanchard,615000,MA,Margaret Wilson,42.557946,Westford Acad.,Westford,,Carlisle Rd,http://media.mlspin.com/photo.aspx?mls=70639679,141,RE/MAX Prestige,9/15/2008,2,125888,Robinson & Cris,141 Carlisle Rd,70639679,700000,141
,SF,20,53,16,,-71.4578,,2256,8/5/2015,3,2.5,"THIS IS YOUR DREAM HOME, YOUR SEARCH IS OVER! This Elegant Colonial Home is set back from the road. As you pull down your scenic long driveway, the home draws a feeling of Wealth, and Prosperity! With a 2 car garage,( to put your other prideful possession), you can't help but feel that you have ARRIVED, AT THE TOP OF LUXURY! What awaits you upstairs is complete comfort, and beauty. Gleaming hdwd flrs, and wide open spaces. The kitchen is eat in, and the heart of this home, it flows into a HUGE  Familyrm that has a gas fireplace, and a cathedral ceiling. Additionally there is a sliding door that brings you to a Sunroom, for your morning eye opener. For your entertaining pleasure, there is also a dinningrm, that greets you with warmth, as you enter at the front door. To your left, as you enter, is a generous sized livingrm, for cozy nights on the sofa reading a good book. Then you retreat to the Master Suite, + 2 bdrms  . Freshly painted throu-out, new carpeted 2nd fl, and New Dishwasher","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Marble, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer, Water Treatment;Foundation:Poured Concrete;Construction:Frame, Post & Beam;Exterior:Vinyl;Exterior Features:Deck, Deck - Wood, Deck - Composite, Gutters, Storage Shed, Professional Landscaping, Sprinkler System, Screens, Fenced Yard, Satellite Dish, Other (See Remarks);Insulation:Full, Fiberglass;Electric:110 Volts, 200 Amps;Interior Features:Security System, Cable Available;Hot Water:Natural Gas, Tank;","Call List Agent, Lock Box, Go Direct",(781) 272-8100,SLD,Colonial,01886,1,"Central Heat, Forced Air, Gas",Blancard,600000,MA,Debra Messana,42.5632,W.A.,Westford,,CONCORD RD,http://media.mlspin.com/photo.aspx?mls=71884865,98,LAER Realty Partners,10/26/2015,2,39988,Norman E. Day,98 CONCORD RD,71884865,615900,98
,SF,112,147,39,,-71.4053,,2642,2/15/2011,4,3.5,"Amazing value at new price!! Freshly painted FR! Lovely Cape with country charm throughout. Featuring kitchen w/ s/s appliances, greenhouse window & recessed lighting, FPd front to back LR, formal DR, FR w/ cathedral ceiling, skylights, FP & ceiling fan. Nicely updated baths. Partially finished walkout basement guest suite - full bath, office & storage. Enjoy the peaceful wooded setting from the screened porch!  Located in a quiet cul-de-sac, close to playground, ball fields & bike path.","Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch, Porch - Enclosed, Gutters;Insulation:--;Electric:--;Interior Features:Whole House Fan;Hot Water:Natural Gas;","Call List Office, Lock Box, Appointment Required, Sign",(978) 692-2121,SLD,"Colonial, Cape",01886,1,Hot Water Baseboard,,413000,MA,Laura Destefano,42.5499,,Westford,,Rutland Circle,http://media.mlspin.com/photo.aspx?mls=71188552,4,Coldwell Banker Residential Brokerage - Westford,7/27/2011,2,70567,,4 Rutland Circle,71188552,428900,4
,SF,91,98,14,,-71.4622,,3194,1/28/2010,4,2.5,"Loc on a beautifully landscaped 1.65 acre lot, this home is one of a kind!  Feat incl det wdwrk, built-ins, windowseats, 8' ceilings, HW & tile flrs, 2 gas log FP's, formal DR & LR, eat in granite kit w/ cherry cab & island w/ oversized slider to deck w/ hot tub, 1st flr office & laundry, & fab great room w/ surround sound.  There are 4 spac BRs on the 2nd fl incl MBR suite w/ impressive MBA w/ corner whirlpool, 5' shower, & walk in closet.  The walk up attic & walk out LL offer future liv area.","Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Wall Oven, Dishwasher, Microwave, Countertop Range, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Patio, Gutters, Hot Tub/Spa, Professional Landscaping, Sprinkler System, Screens, Fenced Yard, Satellite Dish, Deck - Wood;Insulation:Full, Fiberglass;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available, Walk-up Attic, French Doors;Hot Water:Natural Gas, Tankless, Other (See Remarks);","Call List Office, Lock Box, Appointment Required, Sign",(978) 692-2121,SLD,Colonial,01886,1,"Forced Air, Gas",Westford,625000,MA,Leslie Thomas,42.5659,Academy,Westford,,Concord Road,http://media.mlspin.com/photo.aspx?mls=71024713,72,Coldwell Banker Residential Brokerage - Westford,5/25/2010,2,71874,Westford,72 Concord Road,71024713,625000,72
,SF,121,168,135,,-71.4633,,1554,5/9/2011,3,1,"Price Reduced! Contractors Special or Great Homeowners 203K Rehab. Get into sought after Westford, MA on the cheap and create the home of your dreams.  This Old Style home has an additional unfinished room in an enclosed back porch. Mix of Knob & Tube, old and updated wiring and some newer vinyl windows.  Seller does not live on property. Being sold ""AS IS AS SEEN"",  Home Inspection for informational purposes only. An approximate estimate (Not Approved) for a $16,000 septic system is available.","Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet, Laminate;Appliances:Range;Foundation:Poured Concrete, Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed;Insulation:Unknown;Electric:Circuit Breakers, Knob & Tube Wiring;Interior Features:Cable Available;Hot Water:Electric;","Appointment Required, Sign, Call ShowingTime at 888-627-2775",(781) 272-8100,SLD,"Colonial, Other (See Remarks)",01886,1,"Steam, Oil",Blanchard,95000,MA,Team Advantage,42.5931,Wstfrd Academy,Westford,,Broadway St,http://media.mlspin.com/photo.aspx?mls=71229515,30,RE/MAX Prestige,2/19/2012,0,5881,Day,30 Broadway St,71229515,104900,30
,SF,54,89,42,,-71.4656,,2079,10/2/2009,4,2.5,"Located on a picturesque country road this property is an estate sale.The home sits on a beautiful private lot, w/ 4 bedrooms, & 2.5 baths, w/ an attached 2 car garage, maintained in ground pool, enclosed porch,& shed. An unattached large barn/garage offers electricity for the workshop enthusiast. This house is convenient to major highways,and Stonybrook Middle School's recreation facilities. Title V approved. Affordable home,below accessed value. Top Westford Schools!","Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Laminate;Appliances:Range, Dishwasher, Refrigerator, Freezer, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Pool - Inground, Gutters, Storage Shed, Barn/Stable, Screens, Satellite Dish;Insulation:Full;Electric:200 Amps;Interior Features:Security System, Cable Available;Hot Water:Solar;",Call ShowingTime at 888-627-2775,(978) 692-1168,SLD,Garrison,01886,1,"Oil, Electric, Active Solar",Stoneybrook,345000,MA,Susan Ernst,42.6183,WA,Westford,,Keyes Road,http://media.mlspin.com/photo.aspx?mls=70983758,86,William Raveis R.E. & Home Services,2/26/2010,2,62596,Miller-Day,86 Keyes Road,70983758,365000,86
